NT,NR,NTR,g2(0)
8189,10440,57,1.66680001066752
11793,15853,841,11.24605611777189
8012,10432,55,1.6451071092747382
8286,10303,61,1.7863280379073567
8164,10450,54,1.582393469755186
7999,10236,60,1.83199922264609
8196,10278,82,2.433566946263328
8163,10506,63,1.8365102862416416
10623,14090,591,9.87118553840252
8132,10465,53,1.5569665262772472
8028,10377,48,1.4404628610502155
8044,10512,73,2.1582684126194818
8271,10316,70,2.0510143285501803
8101,10557,54,1.5785364504587385
8022,10334,65,1.9602084204570582
8207,10297,68,2.0116562700917866
8085,10263,70,2.109034555687581
8262,10484,52,1.5008287807423994
8273,10460,56,1.617831647976474
8238,10315,76,2.2359525399067515
8185,10439,62,1.8140703155891313
8043,10392,56,1.6749846403908477
8082,10447,57,1.6877356478691288
8126,10409,77,2.275856669691763
8167,10336,70,2.0731130832721427
8104,10255,72,2.165895046501767
8188,10396,80,2.349556488319039
8163,10194,67,2.012891591234906
8202,10204,70,2.09097015375489
8149,10438,63,1.851650205947002
8214,10357,57,1.6750438843865667
8091,10334,57,1.704292787023895
8094,10430,78,2.3098676836717944
8145,10379,72,2.1292463160046395
8025,10371,71,2.1327143054966053
8253,10411,70,2.0367313915462124
8170,10352,64,1.8917932118675973
8043,10611,57,1.6697078197619657
8147,10333,76,2.2569890665866534
8407,10444,68,1.9361589622042181
8478,10386,80,2.271371986360684
8315,10556,70,1.993776228126281
8235,10382,73,2.13460853092498
8350,10525,63,1.7921401851878191
8360,10371,78,2.249094479960914
8121,10485,71,2.0845888577140093
8425,10313,60,1.7263797442713684
8377,10560,80,2.2608802601640132
8250,10234,46,1.3620670255417178
8294,10389,56,1.6247638898917938
8269,10475,57,1.6451588602916665
8168,10534,60,1.743340485833197
8243,10529,68,1.9587386630942651
8410,10495,63,1.784440696804265
8486,10509,74,2.0744707178590422
8470,10475,68,1.9160704775805666
8245,10597,70,2.0029239255729494
8225,10561,63,1.8131745261066912
8084,10627,78,2.26985244376039
8218,10516,62,1.7935561761697063
8270,10696,61,1.72402254139689
8272,10308,62,1.8178027769834175
8319,10621,71,2.00891621528017
8255,10637,74,2.1068590961676974
8415,10595,56,1.5702650130654463
8408,10371,68,1.9495554142089655
8243,10492,86,2.48596424586783
8072,10569,61,1.787535981634117
8221,10615,60,1.7188841714431116
8221,10504,65,1.881802339095362
8345,10382,67,1.933336480535803
8344,10423,56,1.6097595212446403
8111,10593,60,1.7458136523395773
8196,10299,69,2.0435821072906903
8274,10417,64,1.856358290515849
8172,10418,56,1.6444297479408685
8156,10382,60,1.7714668000195382
8256,10694,63,1.783900774613889
8194,10625,68,1.952648279228704
8208,10614,71,2.037426386349854
8252,10589,60,1.716631555066313
8136,10363,56,1.660472156681014
8136,10426,75,2.2104088541976123
8260,10578,78,2.2317780472697457
8082,10625,67,1.9505946402317422
8346,10433,61,1.7513875410861162
8070,10454,72,2.1336170569882005
8186,10235,67,1.999195308968772
8177,10442,60,1.756764603638653
8230,10468,79,2.2924694178775935
8331,10399,54,1.558278418159027
8208,10428,54,1.5772313407223468
8173,10279,50,1.4879133761115175
8175,10434,75,2.1981770956980795
8194,10421,74,2.1665383100068984
8151,10514,58,1.6919562788229128
8211,10688,80,2.278964176141688
8163,10411,55,1.6179327096020353
8124,10302,81,2.419544239592088
8297,10558,93,2.6541178907340415
8216,10373,61,1.789390120463855
8285,10430,37,1.0704463645616291
8140,10346,57,1.6920686744773348
8092,10438,70,2.071881354460114
8167,10399,60,1.7661887952441198
16284,22136,1249,8.662479247779098
12698,17190,814,9.322946974834274
8947,11823,239,5.648495442647347
8177,10475,68,1.984727521720362
8196,10427,67,1.9599883416383013
8314,10492,63,1.8055613766599587
8317,10441,57,1.6409905009451127
8357,10345,62,1.7928782595755748
8380,10657,67,1.8755810102069679
8251,10396,73,2.1276001430493414
8387,10404,54,1.5471299089916302
8154,10391,58,1.711354378365629
8361,10528,69,1.9596792751408787
8244,10419,56,1.6299114646063095
8294,10459,58,1.6715285861475746
8377,10384,65,1.868100214966028
8369,10315,60,1.7375946026141416
8287,10360,72,2.0965991763626612
8557,10339,60,1.6954742243100869
8363,10491,75,2.137087422023236
8417,10328,56,1.6104768235360054
8282,10551,60,1.7165735242428588
8368,10319,72,2.084554341737577
8404,10543,80,2.25725043511888
8325,10449,73,2.097992336292652
8283,10390,68,1.975357530998298
8355,10614,75,2.114344422985258
8269,10417,74,2.147712141514773
8325,10426,54,1.5553631513731265
8530,10515,72,2.006846691964084
8473,10645,68,1.8848033681657932
8249,10463,63,1.8248325930441296
8318,10596,83,2.3542752413024335
8178,10197,53,1.5888992233292711
8307,10403,63,1.822542855533068
8195,10606,71,2.0421976716185264
8244,10489,68,1.9659698483136303
8293,10405,56,1.6224610729578444
8422,10600,70,1.9602747521092556
8329,10423,53,1.526266171121254
8428,10509,70,1.9758416215937675
8392,10586,53,1.4914837068293698
8156,10589,90,2.6052556876668493
8282,10637,69,1.9580993083039735
8223,10351,63,1.8504099680210386
8389,10456,64,1.8240813948896353
8331,10374,64,1.8512991619145551
8489,10423,75,2.1191026799280075
8508,10461,67,1.8819762048995918
8270,10545,62,1.7773771990026048
8269,10477,71,2.048841779353638
8069,10563,67,1.9652047995064625
8328,10360,72,2.0862773024156307
8125,10711,67,1.9246928032288877
8426,10591,65,1.8209370921030876
8314,10388,70,2.0262642754370734
8240,10550,68,1.9555514655132749
8225,10425,64,1.865984416114525
8382,10677,73,2.0392288635380895
10112,13141,303,5.700555272463514
13999,18495,862,8.323307224219333
10641,14077,380,6.342070296214804
9299,12138,203,4.496272930836904
8230,10383,63,1.8431380671906326
8276,10398,51,1.481630432145231
8247,10550,88,2.528565607944753
14007,19282,1065,9.858081613097166
12923,17314,794,8.871555086891139
13994,19556,968,8.842874629406818
12878,17386,780,8.709365472791612
15481,21646,1248,9.310605580109724
11940,15867,638,8.41901995429132
12278,16551,724,8.90690268128182
12995,17617,803,8.768944387048931
12366,16691,736,8.914689550829783
12362,16665,739,8.967892421016895
8155,10482,65,1.9010136906911512
8303,10365,57,1.6558100719615056
8076,10423,76,2.257171473325199
8248,10490,53,1.5314109137241232
8281,10515,70,2.0097682777371135
8260,10503,74,2.132447341806411
8201,10591,73,2.1011598275602883
8288,10413,82,2.3753534989490044
8226,10465,76,2.2071185614140614
8069,10290,65,1.9571236953963993
8178,10495,70,2.0389590310214216
8263,10306,70,2.0549921054249
8289,10533,71,2.033031621132428
8118,10490,63,1.8495071855996315
8289,10825,63,1.755296607513171
8511,10895,60,1.6176457980113634
8401,11010,72,1.9460509275040891
8572,10873,67,1.7971455877618827
8421,10799,66,1.8144154515883772
