NT,NR,NTR,g2(0)
8430,10447,10,1.1354835076130196
8213,10460,16,1.8624579462815911
8246,10538,21,2.4166723324206902
8163,10454,13,1.5233898583624765
8314,10393,13,1.5045007371012034
8288,10548,15,1.7158186953408796
8222,10465,13,1.5108684320660675
8484,10455,20,2.2547858393135893
8321,10275,16,1.8713827852082396
8321,10572,18,2.0461611220929337
8308,10587,18,2.0464592639322605
8324,10330,11,1.2792643346220565
8226,10397,17,1.9877061078771132
8068,10433,9,1.0692208340673337
8314,10388,21,2.4315171305244876
8398,10393,16,1.8331718729015194
8379,10321,15,1.7345119272498517
8302,10337,15,1.7478896621112545
8417,10274,12,1.387664114698395
8379,10450,13,1.4846868823916708
8226,10342,15,1.7631855600462716
8497,10354,15,1.7049728990011108
8180,10351,14,1.6534551662088566
8432,10512,15,1.692292029494078
8338,10640,23,2.5925331438454617
8380,10449,14,1.5988557674496262
8503,10562,10,1.1134780437607115
8277,10589,12,1.3691572881389116
8280,10362,14,1.6317518394505377
8247,10463,19,2.2019192136469017
8128,10392,18,2.131030532268917
8287,10735,16,1.7985420456133867
8169,10425,11,1.2916585571058394
8027,10550,8,0.944679006929811
8198,10361,9,1.0595779738603996
8212,10289,19,2.24869986091673
8366,10533,16,1.8157248535895938
8432,10368,17,1.944568896853843
8268,10362,17,1.9842887286704136
8365,10421,18,2.064891154711798
8239,10589,17,1.9485855166154684
8300,10464,10,1.1513945691020966
8512,10594,25,2.7723523458447894
8387,10489,12,1.3640821239731715
8300,10438,14,1.6159676067750597
8461,10345,17,1.9422124393108597
8258,10368,14,1.6351521457681142
8434,10459,20,2.267285632621325
8409,10419,16,1.8262052717957857
8183,10517,14,1.6267604700133955
8345,10380,12,1.385343755736189
8242,10313,19,2.235300797251794
8301,10689,29,3.2683646677652654
8223,10448,17,1.9787251199759237
8321,10599,20,2.267720789462999
8727,10943,15,1.5706878485022566
8646,11108,24,2.498964803830013
8661,11124,17,1.7644928488426235
8573,10974,11,1.1692164194294774
8349,10366,14,1.6176418354716364
8340,10627,19,2.143763487375151
8397,10293,23,2.6611031561481764
8333,10423,19,2.187557520529738
8336,10428,12,1.3804558375612095
8327,10280,19,2.219585717830376
8294,10483,10,1.150139140382786
8307,10450,19,2.1887345831007803
8442,10480,15,1.6954486021365365
8361,10525,9,1.022732793159963
8249,10441,12,1.393278215169737
8265,10464,17,1.9656596938935973
8391,10506,16,1.8149675518966717
8260,10451,18,2.085137073435979
8286,10412,19,2.20229002926403
8553,10240,16,1.8268443820881561
8331,10400,18,2.07750477826099
8543,10446,16,1.792914397817539
8276,10481,16,1.8445769598780068
8348,10418,15,1.7247432961067806
8168,10419,19,2.232604695764603
8294,10343,18,2.0982727927621525
8297,10428,17,1.9648382713879928
8307,10505,14,1.604308071382771
8262,10404,15,1.7450413602723047
8371,10377,15,1.726800240191006
8346,10728,21,2.3454282376693465
8461,10531,15,1.6834489505497083
8295,10519,19,2.177523022864966
8224,10561,8,0.9210895236382889
8192,10626,16,1.8380623000188216
8255,10450,12,1.391066455301847
8328,10388,14,1.6182863771358145
8235,10414,16,1.86568708766129
8262,10276,18,2.1201335514526733
8161,10412,11,1.2945390271270887
8169,10373,9,1.0621093583907117
8072,10504,13,1.5332306273243776
8172,10532,23,2.672321019092177
8193,10338,15,1.7709723325242825
8177,10330,13,1.539036901487787
8143,10608,23,2.6626242936173514
8144,10439,20,2.3525200477053425
8112,10474,13,1.5300401972160613
8295,10634,13,1.4737720163117085
8198,10286,17,2.0160183807748315
8147,10292,12,1.4311453776079466
8037,10345,16,1.9244007581417337
8255,10475,7,0.8095187844497224
8419,10382,20,2.288170918313236
8392,10598,10,1.1243735215612565
8380,10725,18,2.0027704991905466
8319,10299,19,2.2176214746806977
8396,10345,16,1.8421163522135677
8369,10439,15,1.7169545287829169
8375,10207,19,2.222647904788783
8244,10415,23,2.678740097687828
8318,10566,15,1.7067178736643738
8297,10499,22,2.525536532155711
8283,10326,24,2.8060245065553295
8506,10363,11,1.2479058155111016
8304,10510,19,2.1770256421538163
8232,10471,22,2.552284949342712
8350,10379,16,1.8461968057333642
8270,10236,12,1.4175730865244087
8315,10317,13,1.515401344429102
8227,10604,22,2.5218047850741434
8162,10577,17,1.9691999976740273
8176,10441,14,1.6400045657727111
8333,10463,20,2.2938889456562683
8188,10567,15,1.733651172463665
8199,10479,23,2.6769922213938675
8211,10382,19,2.228827842310946
8072,10346,17,2.0356133671880583
8218,10406,16,1.8709837871303163
8160,10311,13,1.5450851080418588
8531,10431,22,2.4722750923869534
8442,10258,18,2.0785690797883682
8361,10550,21,2.380721596715965
8244,10404,19,2.2152118927124844
8167,10324,23,2.7278298946151547
8208,10416,17,1.9884313531738547
8064,10207,12,1.4579163692517274
8066,10212,12,1.456841224410948
8272,10434,18,2.085504575318971
8245,10347,18,2.109926836528671
8049,10306,18,2.169903596246327
8307,10297,16,1.8705316433220225
8346,10398,17,1.958938167015565
8222,10325,15,1.7669478273315022
8275,10311,12,1.4064116549333845
8220,10357,16,1.879378217113759
8149,10265,20,2.3909292448124453
8358,10660,18,2.020286368858498
8211,10440,17,1.9831354164187749
8255,10450,24,2.782132910603694
8212,10452,17,1.980617352370375
8264,10270,9,1.0604293937831502
8334,10272,8,0.9345046788780262
8507,10434,14,1.577250851315514
8283,10418,21,2.4335892611685583
8323,10498,14,1.6022916616261242
8387,10403,18,2.0630381714439965
8099,10671,12,1.3884963012020595
8081,10355,10,1.1950464607175382
8177,10330,15,1.775811809408985
8400,10382,19,2.17867921585895
8239,10439,12,1.3952365531141382
8196,10492,18,2.0932074580702635
