NT,NR,NTR,g2(0)
132527,2810,32,2.148222693464706
133020,2677,29,2.035976176438987
132230,2763,30,2.0528176852378515
132117,2800,37,2.5004892849303486
132507,2892,25,1.6309584876337493
133056,2709,36,2.4968878789476796
132798,2777,26,1.7625682491508774
132402,2648,38,2.7096367827157892
133020,2775,36,2.4381621133989198
132515,2658,39,2.768117992349603
132614,2719,29,2.0106636391970207
132099,2725,34,2.361309362709689
132785,2803,27,1.813558867334958
133118,2675,30,2.106205259812354
131809,2726,35,2.4352140252831544
132212,2802,33,2.226972953891262
132612,2829,32,2.132427205305837
132121,2890,30,1.96422651156331
132102,2742,30,2.070543791388307
132512,2786,36,2.4378455564814794
132324,2689,25,1.7565098700847077
133472,2808,43,2.868277674978706
132045,2782,39,2.6541504011482915
132498,2674,31,2.18741394642973
132385,2693,34,2.3842060876326725
132362,2601,28,2.033266789158791
132584,2819,25,1.6722215816350106
132430,2692,30,2.1037776103981143
132449,2749,28,1.9225366005033844
132071,2703,31,2.170941849227259
132388,2747,38,2.612259544121223
133108,2718,32,2.211242518620265
132800,2770,20,1.3592275238136662
132885,2789,37,2.495842971165877
132076,2789,31,2.1039202838015263
132552,2721,27,1.8714961848427376
132660,2771,42,2.856358932348526
132582,2709,38,2.645026540725315
132579,2819,32,2.1405243478209615
132058,2753,25,1.719131469256068
132810,2735,31,2.1336029106197953
132858,2747,16,1.0960077408396316
132631,2763,35,2.3877130002701827
132472,2646,36,2.5676071503545557
132493,2705,31,2.1624272188034404
132295,2743,26,1.7912001560493576
132537,2771,29,1.9740781645153014
132763,2787,30,2.0269696090041296
132324,2804,36,2.425637396058203
132808,2714,41,2.8437393366710824
