NG,NGT,NGR,NGTR,g2(0)
19039,17,20,0,0.0
18940,29,9,0,0.0
19168,22,24,0,0.0
18809,16,13,0,0.0
19035,22,21,0,0.0
19063,19,19,0,0.0
19072,26,19,0,0.0
19090,19,16,0,0.0
19254,20,21,0,0.0
19100,17,17,0,0.0
18992,18,14,0,0.0
18995,11,21,0,0.0
18975,15,17,0,0.0
19043,21,21,0,0.0
18863,19,20,0,0.0
18959,26,21,0,0.0
19095,20,18,0,0.0
18946,26,15,0,0.0
18949,20,16,0,0.0
19038,19,9,0,0.0
18972,17,13,0,0.0
18912,21,12,0,0.0
18881,20,22,0,0.0
18990,24,20,0,0.0
18887,20,24,0,0.0
18809,35,19,0,0.0
18908,18,22,0,0.0
18949,28,22,0,0.0
18833,18,15,0,0.0
18878,27,18,0,0.0
19287,22,22,0,0.0
18907,22,17,0,0.0
18917,14,18,0,0.0
18747,21,17,0,0.0
18890,17,25,0,0.0
18971,25,17,0,0.0
19120,22,16,0,0.0
19102,20,18,0,0.0
18541,16,23,0,0.0
18816,16,22,0,0.0
18957,20,16,0,0.0
18812,27,27,0,0.0
18732,18,24,0,0.0
18942,22,21,0,0.0
19033,26,16,0,0.0
18733,19,11,0,0.0
18842,22,15,0,0.0
18805,17,19,0,0.0
18716,17,12,0,0.0
18894,18,17,0,0.0
18765,19,17,0,0.0
19002,29,27,0,0.0
18866,19,17,1,58.408668730650156
18914,21,22,0,0.0
18918,22,15,0,0.0
19114,15,26,0,0.0
18831,21,25,0,0.0
18585,21,15,0,0.0
18820,19,19,0,0.0
18924,22,29,0,0.0
18851,19,27,0,0.0
18751,21,28,0,0.0
18858,28,18,0,0.0
18771,17,20,0,0.0
18736,25,18,0,0.0
18952,29,19,0,0.0
19023,17,20,0,0.0
19084,16,20,0,0.0
19069,25,23,0,0.0
18698,17,17,0,0.0
18908,17,16,0,0.0
18703,19,20,0,0.0
18929,20,17,0,0.0
18742,21,31,0,0.0
18984,17,18,0,0.0
18877,12,16,0,0.0
18746,17,23,0,0.0
18970,18,17,0,0.0
19107,20,27,0,0.0
19241,16,24,0,0.0
18874,18,16,0,0.0
19155,14,16,0,0.0
18780,22,29,0,0.0
19050,21,21,0,0.0
18671,26,14,0,0.0
18868,16,27,0,0.0
18896,31,16,0,0.0
19103,19,25,0,0.0
18827,29,15,0,0.0
18922,16,34,0,0.0
19146,16,20,0,0.0
19015,21,29,0,0.0
18924,24,21,0,0.0
18838,24,20,0,0.0
18972,20,18,0,0.0
19066,15,12,0,0.0
18743,20,19,0,0.0
18747,19,14,0,0.0
19358,20,26,0,0.0
18989,25,19,0,0.0
18796,15,19,0,0.0
18794,19,15,0,0.0
18665,11,26,0,0.0
19241,23,15,0,0.0
19069,20,20,0,0.0
18932,25,31,0,0.0
18881,22,22,0,0.0
18891,23,28,1,29.33385093167702
18838,12,19,0,0.0
18789,19,19,0,0.0
19072,19,19,0,0.0
19112,20,18,0,0.0
19079,25,18,0,0.0
18985,22,17,0,0.0
18850,15,18,0,0.0
18967,26,31,0,0.0
19099,21,18,0,0.0
18905,29,19,0,0.0
18896,32,13,0,0.0
18790,20,16,0,0.0
18810,35,11,0,0.0
18831,14,13,0,0.0
18930,17,15,0,0.0
19078,22,20,0,0.0
18793,16,18,0,0.0
19000,23,19,0,0.0
19111,22,22,0,0.0
18956,25,20,0,0.0
18964,25,19,0,0.0
18903,23,17,0,0.0
19017,18,24,0,0.0
18857,9,25,0,0.0
19091,14,16,0,0.0
18938,15,21,0,0.0
18805,19,14,0,0.0
19094,19,21,0,0.0
18991,19,18,0,0.0
19064,25,20,0,0.0
18969,19,13,0,0.0
18824,17,25,0,0.0
18748,23,15,0,0.0
19033,30,21,0,0.0
19015,26,29,0,0.0
18952,20,22,0,0.0
18907,23,23,0,0.0
18839,27,16,0,0.0
18917,23,23,0,0.0
18689,20,25,0,0.0
18793,15,11,0,0.0
19011,28,21,0,0.0
