NT,NR,NTR,g2(0)
8261,10241,123,1.817356531462945
8260,10290,127,1.8677481369580002
8027,10517,117,1.7324102230374219
8104,10521,142,2.0818139023978084
8122,10546,114,1.6636582277671166
8128,10381,109,1.6147809785745764
8879,11577,184,2.237524228860866
8114,10226,117,1.7626053459500763
8367,10490,127,1.8087080720106214
8020,10422,120,1.794592390641129
8109,10389,125,1.8547226657828573
8147,10372,122,1.8047191191967156
8331,10513,158,2.254983150252108
9065,11504,239,2.8647797125842027
8489,10422,145,2.0486624760244325
8165,10500,121,1.7642084390400372
8540,10507,139,1.9363693970942535
8405,10650,138,1.927089006376151
8240,10561,140,2.010970938137478
8274,10670,123,1.741546955843884
8194,10310,111,1.642397846405084
8189,10511,133,1.9314645732975355
8345,10499,138,1.968859940497058
8172,10568,132,1.9105692412525108
8207,10703,126,1.7930425645194492
8308,10346,126,1.832363348042189
8244,10550,146,2.098323410850574
8147,10444,118,1.7335143490563123
8094,10538,129,1.890507170843181
8118,10464,137,2.0159687800658936
8208,10368,104,1.5276048059105238
8159,10647,130,1.8706355267208314
8114,10485,136,1.998230038357789
8195,10589,153,2.203928685822965
8351,10451,129,1.8475805934992593
8147,10621,144,2.0802205385096957
8193,10490,139,2.021651862357331
8180,10478,117,1.706334520436579
8135,10559,142,2.0664172103332734
8191,10609,136,1.9563094195182302
8189,10331,133,1.965117039002071
8245,10561,129,1.8518423879430075
8279,10265,125,1.838582786264251
8223,10396,126,1.8424003057893201
8084,10553,139,2.0366789288609093
8440,10465,118,1.6699764278581504
8330,10333,144,2.0912265031823236
8194,10630,123,1.7651674090511127
8321,10666,135,1.9013701876376887
8284,10348,158,2.303936948793292
8330,10612,145,2.050386683131602
8151,10510,117,1.7071916015278228
8300,10506,127,1.8205316984671984
8169,10573,128,1.8524771272044056
8116,10547,131,1.9129795363643216
8283,10465,148,2.134247760438649
8098,10673,109,1.5764210634660294
8185,10435,123,1.8001304875075337
8176,10549,116,1.6811862413016585
10238,13706,526,4.685650637831432
8119,10302,130,1.942805294635808
8363,10430,131,1.8773052879018193
8221,10450,142,2.066128929937277
8223,10547,136,1.960151706979089
8285,10666,129,1.824759491040912
8266,10420,130,1.8866452452127975
8051,10433,124,1.845324144460403
8253,10471,125,1.8080899045482435
8082,10656,129,1.8723484063127716
8163,10537,133,1.9328354279514464
8368,10388,123,1.768729877318365
8352,10540,137,1.9453577686172727
8092,10393,116,1.724134732877309
8110,10494,129,1.8946884568176705
8097,10737,142,2.0416968794670387
8350,10338,144,2.085208572987513
8103,10500,126,1.8511662347278786
8156,10522,124,1.8061598487356276
8264,10480,140,2.020628422367225
8196,10398,108,1.5840978541599253
8191,10486,125,1.81916983776591
8429,10645,122,1.6996054853457507
8202,10379,128,1.8795102813793696
8350,10505,147,2.094810854255316
8129,10328,124,1.8461982941794775
8312,10679,130,1.8307002643688903
8258,10291,141,2.073942297077072
8199,10445,140,2.0434721253762396
8199,10378,121,1.7775459270270446
8085,10618,133,1.9365954570324508
8303,10617,134,1.9001065545724045
8270,10335,136,1.9889915169511803
8161,10588,121,1.7504030961338277
8128,10571,121,1.7603361819626864
8151,10639,123,1.7729783091585003
8247,10443,145,2.1045378585228285
8104,10461,131,1.931562095020729
8204,10487,113,1.641767056024461
8260,10349,122,1.78398586662056
8139,10226,139,2.0876033081285423
8250,10441,146,2.118687110546128
8180,10434,137,2.006441232888718
8253,10760,121,1.7032220343892073
8277,10406,137,1.988262874986088
8278,10417,170,2.464284515690859
8158,10471,134,1.960843580896996
8206,10489,119,1.728189556520884
8100,10629,119,1.7277446166962271
8170,10715,113,1.6135195230150712
8277,10599,151,2.1515384560056208
8199,10433,117,1.7097231058714206
8246,10544,128,1.8402263920116508
8272,10528,145,2.0812373598560785
8089,10372,136,2.026243234910197
8365,10480,105,1.4971733367402342
8256,10520,133,1.9141511554219353
8167,10756,129,1.8356351876045343
8141,10649,128,1.8455822338440586
8153,10442,126,1.8500327943273553
8406,10489,112,1.5878320528261745
8128,10328,134,1.9953307117109973
8124,10408,114,1.6853017279061555
8207,10614,132,1.8941764268986
8314,10569,139,1.977337920711788
8388,10475,119,1.692951517282901
8392,10569,134,1.888493256128572
8040,10645,126,1.8402585475627968
8299,10562,126,1.796836786914483
8359,10593,133,1.877536361046775
8117,10625,135,1.956677706193972
8254,10522,132,1.899858176162864
8247,10536,124,1.7838566086800483
8120,10401,124,1.8352725652090103
8154,10553,123,1.7867692889327613
8223,10426,125,1.8225187925890565
8180,10514,140,2.0347767768484726
8072,10525,145,2.133412117545417
8194,10480,112,1.630312256035416
8253,10440,132,1.9150124440990457
8107,10313,133,1.9884581873172107
8363,10356,127,1.832987888724484
8292,10380,139,2.0186831888478993
8353,10628,113,1.5910888391465392
8212,10474,121,1.7584655846718444
8037,10529,127,1.8759991615849543
8098,10463,124,1.8293537728722036
8152,10553,136,1.9760995180456014
8040,10516,124,1.833264260666996
8322,10485,125,1.7907043135173133
8319,10654,120,1.692417246381629
8236,10382,133,1.9443045454787862
8182,10501,118,1.7167295656981463
8310,10441,127,1.8296609301177864
8201,10587,132,1.900396488357532
8153,10713,127,1.8175450607202592
8243,10285,134,1.9757191779993821
8394,10700,124,1.7257542659532066
8109,10479,105,1.5445862745345171
8254,10672,145,2.0576321361974697
8193,10365,127,1.8693967041741244
8214,10688,130,1.850982111744371
8169,10466,126,1.842175201177813
8312,10632,137,1.9378050246554428
8234,10400,129,1.8830225518955177
8236,10540,130,1.8719593620086021
8371,10535,140,1.98438605675106
8209,10368,117,1.7183460564962576
8233,10484,127,1.8391985093814531
8222,10474,118,1.7127815586446884
8137,10574,128,1.8595863968372712
8129,10464,135,1.9838504346766193
8240,10565,111,1.5938090140094376
8086,10386,130,1.9349569634612014
8187,10443,107,1.5643852852996054
8284,10506,127,1.8240479354512005
8199,10324,121,1.7868434357503553
8061,10370,128,1.9140457100433688
8144,10358,125,1.8522787925091166
8144,10457,126,1.8494205759464382
8029,10430,109,1.6270119570153592
8206,10560,133,1.9185195237778712
8194,10438,120,1.7537916859330425
8143,10385,109,1.611185613253607
8203,10667,126,1.7999711798900226
8307,10399,128,1.852184280343001
8030,10621,125,1.832057381092441
8227,10597,113,1.6201828279683907
8125,10414,148,2.186405873749834
8200,10619,113,1.6221498969863037
8098,10643,118,1.7113947119690212
8299,10474,131,1.8838354904390546
8074,10376,138,2.0590665870382843
8227,10487,112,1.6226889186307163
8247,10462,107,1.5501833945189272
8125,10421,126,1.8601492548330663
8290,10635,117,1.6588375206929347
8062,10505,133,1.9630113172177877
8339,10401,135,1.9456051684681357
8226,10477,132,1.9145128918772927
8270,10703,108,1.52518573090459
