NG,NGT,NGR,NGTR,g2(0)
19139,98,98,0,0.0
19103,102,124,0,0.0
18759,110,116,0,0.0
18992,83,130,0,0.0
18896,86,114,1,1.9273765809873522
18916,90,108,1,1.946090534979424
19184,115,101,1,1.6516573396470082
19063,87,98,0,0.0
19114,107,114,0,0.0
19169,104,108,0,0.0
18932,98,118,0,0.0
18897,114,98,2,3.382921589688507
18714,89,111,0,0.0
19042,100,103,0,0.0
19141,119,104,0,0.0
19040,81,120,0,0.0
18921,92,137,2,3.002380196762932
18907,115,98,1,1.677639751552795
19185,96,112,0,0.0
18795,88,106,0,0.0
19201,106,104,1,1.741745283018868
19031,80,110,0,0.0
18927,96,112,0,0.0
18769,82,116,0,0.0
18711,99,113,1,1.6725663716814159
19162,100,116,1,1.651896551724138
19010,83,111,0,0.0
18912,116,112,0,0.0
19074,82,115,0,0.0
19191,108,110,1,1.6154040404040404
18908,75,97,0,0.0
19007,91,113,0,0.0
19262,92,111,0,0.0
18865,91,117,0,0.0
18872,102,113,0,0.0
19188,81,106,0,0.0
18942,99,121,1,1.581267217630854
19116,104,100,1,1.8380769230769232
18943,82,122,0,0.0
18867,97,103,1,1.8883995596036434
18996,93,115,0,0.0
18696,80,109,0,0.0
18941,82,92,0,0.0
19005,88,119,0,0.0
18946,95,104,0,0.0
19142,96,103,0,0.0
18835,112,119,1,1.4131902761104442
18942,111,113,1,1.5101650322889262
19098,100,112,0,0.0
19186,80,112,0,0.0
18734,82,127,1,1.7989245246783176
19226,101,104,0,0.0
18856,111,99,0,0.0
18805,85,100,0,0.0
18982,105,114,2,3.171595655806182
18980,87,121,0,0.0
19156,115,104,1,1.6016722408026756
19047,85,110,0,0.0
19084,98,118,1,1.6502940159114494
19043,96,94,3,6.330784574468085
18995,116,111,1,1.4752252252252251
19143,109,110,1,1.596580483736447
19025,95,124,0,0.0
19048,85,132,1,1.6976827094474154
19117,83,123,0,0.0
18790,82,115,0,0.0
18874,79,109,1,2.1918476367437
18947,90,105,1,2.004973544973545
19085,100,116,1,1.6452586206896551
18937,102,114,1,1.6285689714482283
18867,97,108,0,0.0
18951,86,90,0,0.0
18976,91,99,0,0.0
19081,89,114,0,0.0
18819,106,107,1,1.6592311761594074
18926,104,101,1,1.8017897943640517
18777,103,125,1,1.4584077669902913
18691,93,115,0,0.0
18647,86,108,0,0.0
18964,108,103,0,0.0
18834,89,114,0,0.0
18988,84,110,0,0.0
19066,93,92,0,0.0
19124,120,120,2,2.656111111111111
18922,94,110,0,0.0
19727,175,248,12,5.45447004608295
19060,120,106,0,0.0
19196,89,123,0,0.0
18723,87,109,1,1.97437519772224
18872,112,111,0,0.0
18862,108,119,0,0.0
18856,92,96,0,0.0
19428,185,180,12,7.0010810810810815
19110,84,106,0,0.0
18876,94,121,2,3.3191489361702127
18774,98,117,0,0.0
18931,89,96,1,2.2157069288389515
18873,102,119,0,0.0
18844,104,113,1,1.6034717494894486
19584,177,237,10,4.668526067367518
18833,107,116,1,1.5173219465033838
18947,81,87,0,0.0
18901,95,95,1,2.094293628808864
18780,106,112,0,0.0
18833,95,116,0,0.0
18954,102,133,0,0.0
18975,118,161,4,3.9951573849878934
19015,95,115,0,0.0
19189,117,109,0,0.0
18896,85,111,0,0.0
18956,80,144,1,1.6454861111111112
18874,81,113,0,0.0
19672,167,200,12,7.067784431137724
19074,91,113,0,0.0
18838,106,112,1,1.5867587601078168
18919,92,109,0,0.0
19037,101,125,2,3.0157623762376238
18992,98,117,1,1.6563753706610849
19279,93,117,0,0.0
19779,186,261,14,5.703992089976517
18957,105,80,0,0.0
19237,100,126,0,0.0
18997,113,110,0,0.0
18809,100,96,1,1.9592708333333333
18856,90,98,0,0.0
19008,114,112,3,4.466165413533835
19995,211,257,24,8.849466133107123
19038,86,99,0,0.0
19019,106,105,0,0.0
19112,106,117,0,0.0
19208,112,118,0,0.0
19020,108,105,0,0.0
19053,105,122,0,0.0
19796,196,233,11,4.76824034334764
18713,104,115,0,0.0
19115,111,108,0,0.0
19023,104,105,0,0.0
18959,106,126,1,1.4195118298891884
18969,94,133,1,1.5172772356422972
18893,102,123,1,1.5058982942770605
18740,93,110,0,0.0
19080,106,101,0,0.0
19195,108,112,2,3.173776455026455
18798,91,112,2,3.688775510204082
19066,102,107,0,0.0
19231,98,118,2,3.326011760636458
18923,94,119,0,0.0
18911,90,105,0,0.0
18903,113,134,2,2.4967639677717606
19064,107,120,0,0.0
