NT,NR,NTR,g2(0)
133765,3950,34,1.6087158331231752
134065,4057,38,1.7466391284800256
134180,4098,30,1.3639596468719386
133832,4091,41,1.8721231676882164
133809,4095,35,1.5968672785478828
133504,4027,31,1.4415370029863142
133900,4067,32,1.4690454675081113
133946,4099,31,1.411542748579426
134086,4087,36,1.6423073497111498
133676,4164,39,1.7516222501255347
132759,4151,46,2.0868014726264024
133654,4213,27,1.1987547825476406
133674,4133,46,2.0815435000544333
134273,4142,39,1.7530965249588462
133489,4105,36,1.642418651620092
134198,4072,39,1.784229858756924
133217,4094,34,1.558516620602477
132750,4113,41,1.87728679859872
133248,4069,30,1.3832888438131001
133673,4150,33,1.487175276405045
134015,4143,31,1.3958326686243085
133858,4068,41,1.8823422457996517
133770,4104,26,1.1839879365837118
133337,4071,51,2.3488668726311572
133507,4208,43,1.9135010109408541
133892,4177,47,2.1009647336816033
133339,4211,29,1.2912061068798544
132954,4082,37,1.704383512985674
133665,4086,44,2.0140795512718648
133847,4047,39,1.7999596509967957
133842,4109,36,1.6364922408502438
133120,4247,33,1.4592455534223254
133761,4051,44,2.0300228906672984
133630,4077,46,2.1108295264522825
133894,3862,46,2.2239471113042675
133664,4126,28,1.2692710154435032
133062,4049,36,1.6704777130821558
134391,4051,31,1.4235386853277856
133021,3995,36,1.6935792243518177
132952,4187,37,1.6616666249663194
133939,4078,31,1.4188857560827148
133756,3961,48,2.264973530500084
133801,4013,31,1.4433550747367117
133465,3930,28,1.3345599846106169
133168,3954,32,1.5193346578285145
133990,3884,42,2.017612178660673
133872,4035,39,1.804975556743322
133343,3882,25,1.2074085988889454
133721,4103,39,1.7770656942893692
133472,4077,41,1.8836186671968584
