NT,NR,NTR,g2(0)
8421,10360,175,2.0059246991915316
8229,10375,152,1.7803624267394036
8214,10477,155,1.8011092462464708
8261,10397,156,1.8162847320648778
8141,10637,176,2.032430735078116
8331,10343,152,1.764005475240889
8202,10458,146,1.7020975764508783
8103,10437,157,1.8564280850325885
8099,10311,155,1.8560920575677367
8200,10494,150,1.7431563680988438
8009,10469,165,1.9678883321408125
8217,10506,174,2.0155731522041993
8224,10711,173,1.9639615552141565
8260,10482,157,1.8133241673839113
8250,10513,155,1.7871091779586021
8192,10482,170,1.9797703801755386
8183,10441,139,1.626897355873953
8156,10445,175,2.054245703280994
8189,10459,154,1.798041398175205
8241,10573,162,1.8592460530013895
8173,10663,169,1.939214261821625
8241,10458,149,1.7288516023170692
8335,10490,167,1.9100088466577416
8306,10674,148,1.669331506272558
8182,10520,165,1.9169409247601847
8086,10429,149,1.7668914286958393
8398,10442,158,1.8017624338371165
8276,10497,167,1.9223426076809993
8170,10467,158,1.8476206446582304
8224,10403,158,1.8467809532643793
8089,10424,166,1.9686968659389539
8184,10323,150,1.7754960522910572
8518,10474,153,1.7149095762926954
8300,10364,172,1.9995070982501988
8268,10471,153,1.7672695851241087
8470,10547,166,1.8582140167769858
8334,10426,146,1.6802799263494177
8221,10417,163,1.903357168230512
8190,10538,174,2.016077172653373
8426,10527,143,1.6121667496312477
8234,10382,165,1.9301544259236443
8308,10619,166,1.8816029243827308
8495,10612,164,1.8192116291106692
8296,10492,167,1.9186221140706552
8381,10526,153,1.734331948822562
8334,10433,158,1.8171650839963855
8374,10467,175,1.9965623076098298
8418,10444,162,1.842634634488169
8347,10542,156,1.7728466578328899
8323,10763,160,1.7861040191928486
8282,10359,164,1.9115725647282364
8319,10594,133,1.50910878774925
8430,10570,172,1.9303047749230964
8299,10597,158,1.7965875593156742
8272,10578,166,1.897116492643942
8405,10538,150,1.693539564301947
8220,10544,157,1.8114336770672954
8387,10713,164,1.8252657311445235
8284,10650,160,1.813553135973413
8242,10578,156,1.789321686042038
8163,10470,162,1.8954770757843324
8195,10210,144,1.7210274294722359
8221,10585,170,1.9535899427351073
8253,10469,154,1.7823938537874773
8155,10659,156,1.7946682133025291
8160,10456,150,1.7580674197758674
8100,10455,145,1.7122175579054264
8127,10436,149,1.7567984444717042
8253,10515,155,1.7861197637090307
8182,10609,180,2.0736649186516227
8211,10423,169,1.9746853978546477
8150,10414,153,1.8026700724956137
8125,10380,146,1.7311397658218466
8257,10456,155,1.7953281438234363
8184,10377,160,1.8840071437782875
8323,10448,163,1.8744529587285474
8073,10537,182,2.1395352959901897
8421,10462,144,1.6344969294272578
8260,10588,161,1.8409071990677004
8371,10562,189,2.1376583674022163
8371,10624,175,1.9677623407259428
8188,10562,158,1.8269770412351953
8337,10501,168,1.9189728122330674
8240,10542,169,1.945523500081965
8177,10521,156,1.8133163606921971
8196,10497,130,1.5110408500362627
8512,10552,166,1.848169038973476
8473,10703,159,1.7532925704205273
8375,10517,166,1.8846529925252502
8383,10468,173,1.9714370901205656
8326,10590,163,1.8486523097833174
8367,10274,168,1.9543392368570511
8361,10764,160,1.777821156613999
8360,10548,159,1.803103788014871
8405,10457,143,1.6270137067940391
8136,10587,155,1.7994834019830444
8326,10594,163,1.847954310043924
8276,10469,160,1.8466912901405472
8106,10671,154,1.7803648096976146
8115,10506,164,1.9236139921335913
8226,10677,191,2.174680295240062
8281,10452,171,1.975667813848003
8266,10548,146,1.6745084125008793
8322,10388,142,1.642588174827276
8196,10585,159,1.8327545747974805
7995,10285,152,1.8485058265937355
8225,10735,154,1.7441457154465905
8249,10617,173,1.9753451124875114
8208,10510,157,1.8199505529867588
8166,10665,144,1.6534545315504958
8264,10575,140,1.6019809638890603
8250,10692,178,2.0179346778673373
8296,10527,160,1.8320892073548487
8446,10670,157,1.7421444266580497
8148,10436,142,1.6699491752144542
8073,10614,142,1.6571976493654996
8252,10396,151,1.7601572027870818
8174,10456,150,1.755056293781634
8372,10514,150,1.7040960379449017
8319,10539,162,1.8477554237010971
8471,10556,153,1.7110289886780874
