NT,NR,NTR,g2(0)
131950,2501,24,1.818143526977235
132222,2513,26,1.9562175283314318
131899,2405,22,1.7338283739090417
132370,2509,17,1.2796720956178216
132446,2483,30,2.280582025696759
132684,2526,28,2.0885560661418734
132600,2507,23,1.729696818741611
132387,2443,20,1.5459704788094122
132640,2612,26,1.876141848792896
132069,2362,17,1.3624110184519882
132668,2631,36,2.5784307938345523
132502,2638,26,1.8595854172753472
132382,2529,27,2.0161646945260485
132219,2506,21,1.5844712689092386
132625,2478,26,1.977819514840873
131906,2443,30,2.327411874116511
131814,2555,28,2.078478786318039
133357,2538,18,1.3295512386976844
132649,2551,25,1.8469943988698
132530,2554,21,1.5510443373557479
132308,2406,21,1.6492161379361405
131946,2478,27,2.064458903119403
132150,2508,25,1.885755216300649
132493,2511,21,1.578045993295685
132758,2532,26,1.9336993629882613
132488,2595,26,1.8905991151530763
132239,2642,19,1.3595689574491496
132334,2428,30,2.334216534474486
131689,2431,15,1.1713773147239608
132891,2515,19,1.4212158777100885
132566,2477,26,1.9794985949549426
131869,2533,36,2.694415739852268
132046,2475,22,1.6829152130486513
132095,2577,19,1.3953810214932303
131743,2576,23,1.6943160981174386
132194,2472,23,1.759574398183938
131327,2435,24,1.8762826444058656
133140,2495,20,1.5051885354003787
133049,2508,34,2.54729814199594
132895,2489,27,2.0406580405683123
132311,2661,31,2.2012069538678234
132900,2532,27,2.0059268451852406
132921,2588,20,1.4534902819116495
132918,2516,26,1.943653845799618
131895,2481,33,2.5211509668407683
132624,2554,23,1.6975588124121817
131623,2503,18,1.3659030632133653
133210,2418,28,2.1732261150497214
132583,2459,23,1.7636868394335237
133051,2525,29,2.158034985616697
