NT,NR,NTR,g2(0)
8162,10296,2,1.1899668846495606
8145,10236,2,1.1994402931815897
8239,10260,4,2.365963999018598
8202,10401,2,1.1722092353161042
8269,10346,3,1.7533385963103165
8200,10033,1,0.6077505208421964
8243,10155,2,1.1946337291811926
8168,10236,3,1.7940942436270904
8187,10295,5,2.966121024975154
8216,10215,1,0.5957598106151054
8294,10418,6,3.471945270291634
8169,10194,2,1.2008436743385926
8301,10010,1,0.6017353324906632
8144,10150,3,1.8146273481277884
8276,10152,1,0.5951109115347158
8119,10044,3,1.8394246985881901
8269,10232,6,3.5457468955094864
8278,10323,1,0.5851115282254173
8142,10211,4,2.4056399169371026
8153,10207,3,1.8025017787387971
8101,10316,2,1.1966028540701177
8053,10217,7,4.253896821683974
8120,10278,3,1.7973250052481888
8149,10096,2,1.215475866580812
8271,10396,4,2.3259785426618658
8164,10073,1,0.6080064329999042
8122,10374,1,0.5934180819806606
8198,10078,1,0.6051844163947654
8151,10031,3,1.8345778069581646
8214,10420,3,1.7525436418417693
8143,10254,1,0.5988144288696006
8200,10270,3,1.7811765264682833
8230,10285,3,1.7720955206741524
8120,10230,1,0.6019194005845842
8254,10223,3,1.7776589090184927
8232,10304,7,4.126262306164702
8153,10147,1,0.6043867039711869
8068,10233,2,1.2112425987626623
8061,10425,4,2.3799345339508076
8094,10306,1,0.5993999000009159
8326,10195,3,1.7671264297672684
8302,10184,0,0.0
8164,10513,2,1.1651191476473006
8188,10308,2,1.184807394866353
8249,10239,2,1.1839712410544017
8178,10144,1,0.6027173003202405
8081,10277,1,0.6020582903926296
8248,10258,2,1.1819215548263151
8107,10174,4,2.424812093430241
8199,10283,7,4.151330613547569
8354,10289,3,1.7451132698343232
8083,10239,3,1.8124295621906024
8267,10325,2,1.171553166107787
8228,10241,4,2.3735224644644526
8150,10426,3,1.7652894662823826
7993,10221,2,1.2240433498379668
8264,10066,3,1.8032005222453396
8344,10176,2,1.1777377786621803
8436,10411,3,1.707899225201269
8305,10372,2,1.1609081366426026
8153,10281,6,3.5790556668781055
8201,10439,2,1.1680845792288934
8305,10063,5,2.9913890473161766
8349,10263,2,1.167054694846883
8166,10265,3,1.7894638515775736
8319,10469,4,2.296432431362419
8258,10259,2,1.180375241761506
8322,10545,2,1.1395298459389833
8390,10469,1,0.569249743638378
8340,10375,3,1.7335529167027823
8090,10375,2,1.191415848809329
8294,10344,2,1.1655944130542097
8328,10395,1,0.5775702221427486
8216,10387,3,1.7576835848945702
8222,10239,4,2.3757185033952224
8279,10287,5,2.9354412055608106
8310,10226,2,1.1767743344576234
8373,10109,2,1.1814373927321304
8286,10450,5,2.88721276563801
8272,10359,4,2.3340042195061885
8081,10427,2,1.1867944855404342
8407,10220,1,0.5819398008881332
8396,10278,1,0.5794139686602864
8285,10260,0,0.0
8371,10262,1,0.5820504804931486
8168,10472,3,1.7536620204131872
8140,10176,2,1.207253565744132
8445,10440,3,1.7013399753645972
8111,10338,2,1.1925842535134545
8346,10296,5,2.9093307310417305
8226,10156,4,2.3939694186685756
8408,10267,4,2.3168276661102882
8348,10315,3,1.7419656479728978
8529,10250,3,1.7158103343256437
12271,16478,28,6.923785119774905
8316,10428,2,1.1531465309754532
8370,10415,3,1.7207054203941448
8258,10120,1,0.5982939528276329
8281,10434,4,2.3147088847346033
8248,10324,2,1.1743656828175457
8269,10208,5,2.96173607585987
8247,10129,5,2.9927982619455777
8265,10786,1,0.5608758367846828
8238,10300,2,1.1785309376156434
8348,10280,3,1.747896464867747
8182,10438,1,0.58545461885991
8381,10535,1,0.5662909533830985
8365,10266,1,0.5822410200676355
8466,10216,1,0.5781104980981552
8477,10257,4,2.300209840092977
8222,10395,5,2.9250819812726894
8330,10309,3,1.7467458416095123
8180,10365,1,0.5897220875690122
8410,10404,4,2.2857759363566834
8206,10676,1,0.5707289816268186
8295,10380,0,0.0
8496,10420,5,2.823955091432888
8404,10390,1,0.5726225057136274
8519,10281,4,2.283526302152615
8386,10454,3,1.7110153479901797
8337,10262,2,1.168848404032181
8347,10507,3,1.7103386631324835
8376,10397,1,0.5741498975854379
8089,10247,4,2.412895003127293
8272,10275,1,0.5882712824784575
8247,10247,2,1.1833337989751833
8140,10399,2,1.1813647740179138
8318,10430,3,1.7289722965616274
8273,10421,5,2.8997969480982624
8458,10357,0,0.0
8412,10431,3,1.7094879727947982
8315,10203,3,1.7680767727223945
8330,10210,6,3.5273658924882394
8348,10314,4,2.322846055050151
8377,10092,2,1.1828624428919927
8280,10384,1,0.5815338350342035
8399,10276,3,1.7379592215444286
8265,10123,4,2.390440294600252
8361,10312,4,2.3196842186037006
8253,10334,3,1.7587777254600032
8227,10328,1,0.588453672737092
8057,10433,5,2.974112810549573
8098,10203,5,3.025759110312569
8232,10149,3,1.7954058866906417
8056,10246,3,1.8172616009619178
8197,10125,2,1.204897305096565
8233,10379,3,1.7554062152169916
8017,10075,3,1.8570958549311003
8193,10350,2,1.1792793541794544
8273,10351,4,2.3355257653275623
8260,10066,2,1.2027158285581505
8156,10317,1,0.5942091796001048
8307,10290,3,1.7548163567134534
8011,10263,3,1.8244425753232976
8294,10612,1,0.5680789958835633
8213,10212,2,1.19230501604151
8251,10349,2,1.171102817803372
8338,10366,0,0.0
8307,10396,4,2.3158984623036343
8288,10266,4,2.350601415475758
8386,10264,1,0.580896156400667
8412,10570,4,2.2493433042223323
8260,10666,2,1.1350588346396346
8538,10348,2,1.1318462322604608
8269,10297,1,0.5872273839444023
8138,10418,2,1.1795000439009917
8358,10251,3,1.7507440487132626
8244,10447,2,1.1611021311472287
8162,10327,1,0.5931973973250642
8222,10439,3,1.7476517211608162
8455,10339,0,0.0
8298,10170,3,1.7774478834506091
8294,10307,1,0.5848893280601895
8218,10175,1,0.5979563049409727
8308,10455,2,1.1512760628753305
8217,10532,4,2.3110314637227454
8279,10371,0,0.0
8316,10328,3,1.7464676643607706
8196,10345,4,2.358834933684894
8235,10248,3,1.7774137634390255
8191,10195,2,1.1975008874978452
8227,10165,4,2.391559087861755
8257,10388,3,1.748787472376736
8158,10378,3,1.7717151208704214
8083,10292,1,0.6010320730428028
8173,10476,4,2.3358933322719033
8344,10193,1,0.587886767176805
8310,10340,2,1.163800226708284
8480,10546,7,3.91367199939886
8322,10388,7,4.0486328252784975
8276,10586,2,1.1414256515965304
8116,10423,2,1.1821299589228753
8307,10525,5,2.8593919731720407
8387,10307,3,1.7352111912237551
8235,10619,0,0.0
8348,10370,3,1.73272667876957
8130,10311,3,1.7893690720439355
8401,10460,0,0.0
8372,10551,4,2.264160205093065
8287,10441,1,0.5778705601612545
