CH 1
18
24
18
19
20
26
28
18
16
23
22
16
17
21
17
22
18
22
19
11
19
18
16
22
26
22
18
23
19
18
19
16
15
25
15
22
23
22
25
15
25
26
15
23
25
21
24
17
14
25
18
15
17
25
14
26
20
18
25
19
23
23
17
15
22
19
20
27
25
21
20
23
22
23
20
20
16
23
29
19
19
26
23
28
18
29
17
18
24
23
25
15
21
22
21
26
20
17
29
18
13
32
21
13
19
28
22
26
26
14
22
20
26
23
18
12
24
24
30
19
22
22
25
21
17
22
22
19
22
15
20
20
26
17
32
20
21
32
26
23
17
23
26
16
18
24
26
16
24
18
26
15
24
26
24
27
21
19
15
22
24
24
16
23
22
17
27
19
9
20
25
25
21
20
23
12
26
22
24
23
25
17
27
25
16
21
23
26
18
12
12
22
25
19
17
23
23
20
16
20
