CH 1
16
13
12
16
20
12
11
16
12
17
26
22
16
14
13
17
16
20
4
12
19
13
17
18
15
14
16
14
27
9
26
20
19
22
12
16
17
22
9
11
20
15
15
17
25
14
15
23
21
21
21
18
23
16
15
17
7
16
16
15
15
18
15
23
19
20
19
15
17
21
9
17
18
21
16
21
17
12
16
20
12
18
13
13
12
12
15
16
11
17
22
12
19
16
12
22
13
17
17
20
23
15
23
9
16
15
16
20
19
8
9
21
14
13
15
15
19
16
15
9
18
19
11
22
26
16
16
14
19
16
12
22
12
19
26
13
17
9
12
15
16
14
13
17
15
13
21
14
12
19
22
19
17
18
16
15
17
19
6
16
16
13
16
17
14
18
19
9
14
10
20
12
15
17
13
13
16
20
17
15
10
12
23
20
20
15
16
11
14
19
19
12
17
21
13
19
16
17
14
16
