CH 1
9
5
6
3
4
2
8
1
4
2
6
3
4
4
4
5
6
2
4
4
8
4
3
5
10
2
5
4
5
4
7
6
8
8
3
3
7
1
5
8
6
4
6
5
6
6
5
5
6
6
5
2
10
1
3
5
4
5
1
6
6
7
7
6
6
1
1
3
2
7
7
5
9
5
4
5
2
3
7
9
4
5
9
6
7
7
6
4
3
2
6
5
3
9
5
10
4
6
5
6
3
2
2
3
5
9
4
3
6
7
0
3
3
5
7
4
6
5
3
2
5
5
11
2
4
5
9
2
4
9
7
3
5
4
5
7
10
1
2
8
6
5
8
6
3
2
5
2
6
5
6
4
6
6
3
0
2
4
7
6
8
9
5
8
9
11
5
1
2
10
5
8
5
10
4
7
4
2
9
6
6
4
4
5
7
3
2
8
11
6
6
3
4
3
8
6
7
4
3
6
