CH 1
978022
977238
979165
982365
977960
979120
982845
977474
980543
977089
982238
979845
968223
970750
972520
966735
970646
969497
967653
960875
933736
923064
929559
944787
960697
1019440
1018493
997954
992209
994610
994895
993939
993307
988255
983760
979887
979620
981330
980470
984609
987999
984846
984222
985183
985481
985484
981599
982395
988382
986216
983030
983212
982186
977974
978210
980092
984445
984602
985856
983169
986138
989395
990696
993193
988917
988047
986692
984100
984839
987816
989156
991000
993926
995318
995318
994581
995167
992847
990239
987692
988053
987920
989573
992560
995492
994824
996057
996538
996198
997961
997419
1000126
997423
993314
994093
994852
993260
992031
991953
993431
