CH 1
25
20
24
25
19
21
21
22
17
23
24
19
19
21
20
26
25
35
19
20
18
32
13
20
17
18
26
24
22
23
23
24
24
28
20
25
29
18
21
36
22
20
28
22
21
23
15
18
18
27
23
19
26
29
24
21
33
26
20
22
18
20
26
19
22
26
19
20
20
24
13
31
28
22
23
22
25
31
27
20
18
22
16
19
28
30
28
17
23
22
24
19
26
28
23
28
24
17
30
22
22
27
22
25
23
21
19
18
22
20
31
32
34
22
21
30
17
26
30
22
29
24
24
26
30
21
26
21
25
28
23
28
20
22
20
35
24
17
26
27
17
21
24
23
26
20
16
21
22
28
26
21
19
27
24
25
19
25
22
21
27
26
17
19
28
32
18
16
21
15
27
19
31
21
20
25
26
29
15
24
22
16
23
18
21
25
19
31
30
19
17
22
26
23
27
27
30
26
28
21
