NT,NR,NTR,g2(0)
132287,2479,20,1.5246715969443545
132375,2419,23,1.7956678342411216
132328,2430,17,1.321693967577261
132566,2410,29,2.2692837946281266
132859,2408,25,1.9535860951581099
132389,2538,21,1.5624847378722926
133028,2390,20,1.5726390002142563
132089,2488,30,2.2821502573084858
132796,2429,24,1.860110489819051
132329,2484,16,1.216895735728408
132765,2511,26,1.9497684747424668
132179,2434,28,2.1757801195899513
132760,2486,25,1.8937020499491337
131932,2433,21,1.635562137846822
131801,2409,27,2.125926607552238
132049,2392,31,2.4536093080477297
132543,2515,24,1.7999335194554589
132082,2462,20,1.537582117186858
132394,2491,25,1.8951255472766297
132555,2502,22,1.6583617418237717
132413,2448,18,1.3882589278376347
132464,2424,25,1.9464781663575226
132052,2480,19,1.4504305732932188
132017,2476,22,1.682605056383606
132315,2335,16,1.2946847284896426
132971,2515,14,1.0465816602143163
133185,2495,33,2.4827219480068368
131715,2484,23,1.7574420641649127
132677,2494,24,1.8132561463233399
132498,2441,25,1.9324261912598941
132646,2526,24,1.79070376197851
132072,2401,23,1.8132802450288432
132970,2529,19,1.4125086352600278
132554,2425,29,2.2554511532277295
132422,2465,29,2.221063320738424
132194,2436,29,2.251380906993113
132156,2432,28,2.177948389542821
132674,2480,24,1.82353350220064
132290,2434,29,2.2515957291856434
132899,2506,24,1.8015589213627157
132073,2475,28,2.1414542172002062
132607,2418,23,1.7932675844716202
132022,2510,21,1.5843067565522855
132260,2464,18,1.3808397862533657
132107,2431,32,2.4910313762621095
133055,2561,20,1.467334830298545
131916,2606,30,2.1816715988734616
132484,2487,25,1.8968841168423802
132457,2432,21,1.62974935659358
132300,2379,26,2.0651855156148677
