NG,NGT,NGR,NGTR,g2(0)
18994,3,2,0,0.0
18807,7,5,0,0.0
18969,7,11,0,0.0
18978,3,2,0,0.0
18856,8,3,0,0.0
18977,1,7,0,0.0
19136,5,7,0,0.0
19046,8,7,0,0.0
18960,7,3,0,0.0
19089,6,3,0,0.0
18838,12,4,0,0.0
18770,4,4,0,0.0
19254,10,2,0,0.0
19002,8,2,0,0.0
19194,9,4,0,0.0
19163,6,8,0,0.0
19196,3,8,0,0.0
18666,7,4,0,0.0
19050,4,1,0,0.0
19060,10,5,0,0.0
18938,3,3,0,0.0
18842,3,3,0,0.0
18629,6,2,0,0.0
18911,7,4,0,0.0
18872,2,3,0,0.0
19055,5,4,0,0.0
19205,5,5,0,0.0
18799,10,4,0,0.0
19095,7,12,0,0.0
19034,4,6,0,0.0
18659,6,1,0,0.0
19188,10,3,0,0.0
18926,4,6,0,0.0
19133,5,3,0,0.0
19162,9,3,0,0.0
18897,4,3,0,0.0
18990,5,2,0,0.0
19050,13,4,0,0.0
18861,15,2,0,0.0
18974,4,1,0,0.0
19094,9,5,0,0.0
18956,7,3,0,0.0
19008,5,4,0,0.0
18912,4,0,0,0
19601,8,7,0,0.0
19198,5,6,0,0.0
18859,2,4,0,0.0
18752,5,7,0,0.0
18717,2,8,0,0.0
19006,5,9,0,0.0
19070,14,4,0,0.0
19847,7,12,0,0.0
18992,6,6,0,0.0
19158,14,4,0,0.0
18962,8,6,0,0.0
19005,8,1,0,0.0
19260,11,2,0,0.0
19077,10,2,0,0.0
19768,11,12,0,0.0
18857,11,4,0,0.0
18851,4,3,0,0.0
19233,5,6,0,0.0
19082,7,7,0,0.0
18806,2,3,0,0.0
19084,6,8,0,0.0
19553,8,3,0,0.0
18933,6,6,0,0.0
18776,5,1,0,0.0
19094,6,3,0,0.0
18846,11,2,0,0.0
18948,8,5,0,0.0
19941,10,8,0,0.0
18889,4,3,0,0.0
18999,6,2,0,0.0
19027,4,2,0,0.0
19025,2,2,0,0.0
19158,10,2,0,0.0
18871,6,4,0,0.0
18937,4,6,0,0.0
18913,4,4,0,0.0
18865,5,2,0,0.0
19004,3,5,0,0.0
18761,13,2,0,0.0
18932,5,2,0,0.0
18849,4,6,0,0.0
18863,4,4,0,0.0
18966,4,4,0,0.0
18762,3,3,0,0.0
18909,13,3,0,0.0
18878,5,11,0,0.0
18994,6,2,0,0.0
18951,6,3,0,0.0
18971,10,5,0,0.0
19004,11,1,0,0.0
19130,9,6,0,0.0
18852,6,5,0,0.0
18950,6,6,0,0.0
18965,5,3,0,0.0
19021,12,2,0,0.0
19057,2,3,0,0.0
19249,8,5,0,0.0
18784,4,1,0,0.0
18841,6,6,0,0.0
18930,10,3,0,0.0
19152,9,1,0,0.0
18774,3,6,0,0.0
19479,11,14,0,0.0
18856,6,6,0,0.0
18773,6,6,0,0.0
19218,8,2,0,0.0
18816,9,9,0,0.0
19055,2,4,0,0.0
19050,5,4,0,0.0
19810,8,7,0,0.0
19090,9,6,0,0.0
19078,7,6,0,0.0
19061,8,3,0,0.0
19134,3,3,0,0.0
18966,3,6,0,0.0
19179,6,6,0,0.0
19786,5,10,0,0.0
19092,15,2,0,0.0
19098,5,5,0,0.0
19016,3,4,0,0.0
19202,7,4,0,0.0
18958,6,7,0,0.0
19262,6,7,0,0.0
18568,6,5,0,0.0
19022,7,3,0,0.0
18722,2,2,0,0.0
19034,6,8,0,0.0
18949,5,5,0,0.0
18883,6,4,0,0.0
19836,5,19,0,0.0
19068,2,3,0,0.0
18959,4,1,0,0.0
18959,6,5,0,0.0
18893,5,6,0,0.0
18893,4,1,0,0.0
19187,7,4,0,0.0
19016,10,3,0,0.0
18856,11,5,0,0.0
19022,10,6,0,0.0
18860,4,3,0,0.0
18928,4,2,0,0.0
19057,4,4,0,0.0
18782,10,3,0,0.0
18765,4,2,0,0.0
18543,3,6,0,0.0
18751,7,4,0,0.0
