NT,NR,NTR,g2(0)
133899,4009,42,1.956031792044178
133403,4036,48,2.2287660940964096
133509,3997,36,1.6865445524833018
133633,4158,34,1.5297509180008264
133843,4059,32,1.472567710076054
133399,4184,34,1.5229115339471602
133746,4058,41,1.8885610150433594
133943,4164,45,2.017073760202655
133477,4154,54,2.4347862433884684
133388,4181,41,1.8379214103657349
133908,4102,35,1.5929636780832972
133702,4146,42,1.8941837108383741
133245,4041,29,1.3464748161061306
132595,4053,47,2.1864226373379747
133569,3949,46,2.1802436591400163
133403,4331,51,2.206766613486245
133259,4282,44,1.927744498034067
133510,4268,34,1.4916973529286441
133202,4141,43,1.9489131592976967
133988,4314,58,2.508545351088326
133602,4031,54,2.506732610297321
133683,4296,38,1.6541814621880377
133545,4328,45,1.9464248380003586
134128,4350,41,1.7567710240072616
133685,4415,40,1.694285568698176
133977,4179,34,1.5181556691925435
132614,4196,37,1.6623286060134272
133678,4331,26,1.1227039059929413
133414,4219,38,1.6877677130484194
133779,4361,40,1.7140597943485798
132489,4261,39,1.7270831988533357
133107,4283,47,2.061051752323653
133500,4444,50,2.106952268260534
133680,4323,36,1.5573665305735966
133546,4322,41,1.7758579277066497
132776,4287,44,1.932500525394188
133624,4238,45,1.9865847713899698
134254,4419,42,1.7698565337100884
133403,4443,40,1.6871670710055346
133683,4257,46,2.0207752174854496
133684,4176,47,2.10473752880499
133488,4301,49,2.1336560912289895
133867,4257,49,2.1496062081989002
133910,4334,42,1.809203345048126
133643,4431,44,1.8575679919743877
134703,4211,35,1.5425723534262867
133464,4416,48,2.0360481510728183
134242,4342,46,1.972966028318026
133398,4286,41,1.792760935584599
133766,4402,34,1.4435211351160033
