NG,NGT,NGR,NGTR,g2(0)
18804,215,257,1,0.34031309383766173
18832,214,247,1,0.3562753036437247
19044,205,258,1,0.36006806579693706
18808,257,215,1,0.3403854854764275
18913,225,264,2,0.6368013468013468
19045,226,234,2,0.7202556538839725
19016,205,262,0,0.0
18748,188,248,1,0.4021105010295127
18607,200,225,0,0.0
18672,217,266,6,1.9408890890821524
18777,219,245,2,0.699916130835896
18707,228,270,4,1.2155295646523716
19021,221,271,1,0.317593628424972
19099,213,243,2,0.7379972565157751
18657,216,251,1,0.34412350597609564
18883,236,225,0,0.0
19065,217,258,1,0.34053156146179403
19014,226,263,2,0.6397927251926377
19044,218,260,1,0.33599153140437543
18995,234,246,1,0.3299805433951775
19019,213,244,4,1.4637881936427306
18857,197,277,4,1.3822499954186442
18922,205,254,2,0.7267908584597657
18743,190,243,4,1.6238249945852286
18928,190,252,2,0.7906432748538011
18983,210,239,3,1.1346682606096832
18967,227,257,3,0.9753509659061691
19041,205,240,1,0.38701219512195123
18946,217,240,1,0.36378648233486943
18775,220,266,4,1.283321941216678
18960,212,270,1,0.3312368972746331
19054,195,244,0,0.0
18722,213,249,6,2.117993099157192
18803,207,270,2,0.6728573984612632
18774,220,248,4,1.376392961876833
18760,203,261,1,0.3540758356453957
18984,217,251,2,0.6970826371931629
18787,237,252,1,0.31456365950036835
18807,210,241,2,0.7432128037937167
19150,215,267,2,0.6671892692274192
18716,208,232,3,1.163544429708223
18985,195,282,1,0.345244589925441
19014,219,220,5,1.973225404732254
18990,199,252,1,0.3786791098348887
18552,212,256,1,0.34183372641509435
18856,209,272,0,0.0
18895,203,269,2,0.6920358195835699
18772,196,222,1,0.43142121713550285
18604,228,233,0,0.0
18718,225,224,3,1.1141666666666667
18890,235,256,2,0.6279920212765957
18683,209,256,5,1.7459442284688995
19130,238,276,2,0.582450371452929
18925,209,254,5,1.7824850243001922
18961,215,282,0,0.0
18793,232,254,2,0.637829215313603
19086,241,231,5,1.7141779382443283
18748,195,208,1,0.46222879684418144
18764,224,253,6,1.9865894974590628
18865,200,231,4,1.6333333333333333
18782,217,246,5,1.7592072234086396
19153,221,246,0,0.0
19006,201,261,2,0.7245763519566917
19023,199,287,1,0.3330765324882251
18961,187,280,4,1.4485103132161956
18968,201,271,3,1.0446659690477502
18688,207,233,0,0.0
19054,205,245,4,1.5174912891986063
18925,199,247,2,0.7700445547575936
19007,211,267,2,0.6747608143848626
18830,216,252,4,1.3837448559670782
19036,217,267,2,0.6571048861733892
18854,220,240,1,0.3570833333333333
18885,229,254,3,0.974022624901145
19074,225,239,0,0.0
18981,230,231,3,1.0717673630717108
18989,212,246,6,2.1846525540727106
18845,227,214,3,1.1637984272716044
18781,192,273,2,0.7166132478632479
18869,197,240,1,0.39909052453468696
18946,193,270,0,0.0
18710,203,238,0,0.0
18969,217,242,2,0.7224359218494116
18895,213,264,3,1.0080559112249252
19050,247,265,2,0.582079291116034
18899,209,250,2,0.7234066985645933
18905,226,264,7,2.2180041566103514
18854,207,270,4,1.349364823760959
18980,249,245,1,0.3111220391771166
18786,209,260,0,0.0
18789,206,257,5,1.7744890635034567
18925,209,246,2,0.7361808067841444
18796,227,231,5,1.7922459332150962
19061,227,276,1,0.3042360978101258
18694,212,280,1,0.31492587601078165
18901,201,273,2,0.6888998232281814
18826,219,263,1,0.3268573015955692
18669,204,220,3,1.2479278074866311
18812,225,256,3,0.9797916666666666
19095,214,258,4,1.383394914149098
18822,217,246,3,1.0577722827919522
18901,197,241,3,1.1943256734840029
19103,233,248,2,0.6611864876090268
18925,222,228,4,1.4955745218903114
18837,216,247,2,0.706140350877193
18844,194,275,1,0.3532146204311153
18665,212,252,2,0.6987496256364181
18974,218,237,1,0.36724344830255873
18827,189,241,3,1.2400052690509122
19077,251,263,0,0.0
18909,200,268,5,1.7638992537313434
18970,208,253,2,0.7209638187899058
18875,230,226,4,1.4524817237399
18792,193,286,4,1.3617884705967607
18739,195,234,2,0.8213456059609906
18895,211,281,1,0.318682430723044
19069,212,255,1,0.35273769885312617
19092,315,384,26,4.103769841269841
18910,220,255,3,1.0112299465240642
18666,180,232,2,0.8939655172413793
18879,206,236,0,0.0
18910,184,280,2,0.734083850931677
18875,218,265,4,1.3069066989787086
19077,227,248,5,1.6943477334091233
18845,233,278,4,1.1637385370673419
18897,212,226,1,0.3944105860744699
18784,218,276,0,0.0
18954,207,240,0,0.0
18672,204,232,3,1.1835699797160244
18942,207,256,1,0.3574501811594203
18719,206,251,0,0.0
18982,200,259,2,0.7328957528957529
18807,219,261,3,0.9870886474570933
18984,233,268,1,0.3040163986932291
19247,210,288,3,0.9547123015873016
18820,213,253,2,0.6984727866540481
18892,205,263,5,1.7520170638968746
18974,210,240,2,0.7529365079365079
18997,203,255,1,0.36698541485559744
19228,230,298,3,0.8416107382550335
18827,214,247,3,1.068542131749215
18854,224,268,4,1.2562633262260128
19044,204,276,1,0.3382352941176471
18902,204,246,3,1.1299617407938785
19003,229,250,2,0.6638602620087336
18612,190,247,0,0.0
18788,205,255,2,0.7188139646102344
18741,206,235,3,1.1613922743234868
18920,198,265,3,1.0817610062893082
18591,194,231,2,0.8296960771187575
