NT,NR,NTR,g2(0)
132227,2635,20,1.4350572930121075
131883,2755,26,1.7889694975608983
131608,2689,25,1.7660659842037632
132934,2685,29,2.031223178223248
132438,2593,27,1.9655705765720863
132321,2630,34,2.4424990466351515
131958,2678,33,2.334574036337925
132324,2653,28,1.9939862968476114
132988,2709,23,1.596049604577739
132831,2668,11,0.7759744582843299
132795,2622,35,2.513006676355097
132538,2710,28,1.9488945285565669
132947,2735,32,2.2001592392751417
132247,2625,27,1.9444135378712344
132715,2633,25,1.788583198716215
132111,2641,39,2.794455734475528
132520,2704,19,1.3255786332128945
132629,2645,22,1.567828367149087
132936,2542,20,1.4796256495023936
132368,2687,18,1.2652077408131186
132847,2699,22,1.5339388730881256
132594,2693,14,0.9801844730702745
132875,2770,18,1.2226142889648872
132983,2643,26,1.8493540699868813
132424,2610,19,1.3743153594873359
133121,2579,28,2.0389197210283627
132358,2685,19,1.336592818928563
132731,2591,30,2.1808283490331797
131445,2632,32,2.312384402458481
132302,2686,33,2.321568651463973
132870,2661,27,1.9091144432653189
132215,2680,27,1.904970477190871
132512,2617,23,1.6580931045750036
132135,2614,21,1.5199729218995353
132365,2671,22,1.555663411742682
131980,2568,32,2.36040672640384
131331,2680,26,1.8467636234616034
132768,2672,27,1.902715718238144
132664,2659,23,1.6300330857595617
133080,2608,22,1.5846826762259336
132806,2725,33,2.2796582502144607
132481,2637,43,3.0771221529646464
131971,2632,25,1.799349903228947
132567,2591,28,2.037957855945709
132393,2685,42,2.953792515570812
132380,2698,28,1.9598991200724918
132777,2660,30,2.123522049888498
131895,2536,27,2.018023370325047
131709,2554,32,2.378228841776453
132703,2653,23,1.6332394205517629
