NT,NR,NTR,g2(0)
132729,2518,30,2.244087131117182
132356,2453,15,1.155021546418739
131973,2477,28,2.1413464819104355
132735,2480,24,1.8226954749762139
133094,2468,20,1.5221812618804726
132079,2474,29,2.2187304267809687
131781,2487,24,1.8307231203459984
132720,2486,22,1.6669600516357546
131847,2449,19,1.471074177094345
132386,2502,19,1.434049835351153
132772,2431,26,2.013825800201737
132595,2494,21,1.5875803198463296
132315,2448,26,2.0067481072969313
132418,2463,20,1.533057938484603
132008,2551,25,1.855962972059876
132652,2570,17,1.246642717828962
132448,2531,26,1.9389910602608353
132057,2531,28,2.094326885238938
132268,2405,25,1.9647629046727846
133176,2387,26,2.044725302039901
132465,2449,19,1.4642110521825245
132547,2534,21,1.5630857012379682
132110,2534,21,1.5682561535234953
132366,2467,24,1.8374082239856482
132383,2431,33,2.5635203601452154
132596,2519,28,2.0957498779285575
132119,2423,21,1.6399877776240424
131861,2425,21,1.6418413735738753
133267,2486,16,1.2073585047821145
132993,2480,15,1.1369747085888342
132699,2473,19,1.4474442426727485
131699,2530,27,2.02581962636263
131987,2443,24,1.8607868391112
132790,2607,27,1.949832795338357
131783,2539,28,2.0920687352052076
132513,2471,19,1.4506491170740201
132306,2420,16,1.2492952413219893
132909,2463,28,2.1383521999078754
132919,2440,21,1.618759804288548
132598,2499,30,2.2633829169309316
132038,2506,22,1.6621977322134658
132563,2445,15,1.1569912655026995
132170,2495,29,2.1985409875512545
132508,2528,19,1.4179941559773988
132744,2553,26,1.917995755103598
132970,2570,23,1.682600650976245
133197,2579,23,1.6738712852309479
131211,2557,28,2.0863975620957143
132315,2464,21,1.6103101070791808
132714,2521,21,1.5691689962549586
