NT,NR,NTR,g2(0)
8042,10227,8,3.242323974292229
8237,10120,6,2.3992771457815185
8171,10204,2,0.7995821319811695
8009,10106,3,1.2354990404249602
7965,10267,8,3.2609143363306634
8171,10294,3,1.188887129600134
8097,10285,5,2.0013374137401057
8115,10184,4,1.6133619930957783
8132,10328,2,0.7937708420409993
8149,10211,3,1.2017867347957962
8261,10000,4,1.6140096033571398
8099,10192,2,0.8076401987466844
8191,10174,3,1.1999726310242316
8364,10161,4,1.568874705634
8186,10367,4,1.571136426465752
8220,10427,4,1.5556344262209647
8160,10340,4,1.5802581509715425
8243,10351,8,3.1253677312555976
8287,10260,6,2.3522598513230633
8134,10438,4,1.570425273833877
8328,10512,5,1.9038059548369706
8410,10237,4,1.5487097679564281
8410,10297,5,1.924606911548261
8285,10178,0,0.0
8317,10307,3,1.166543726567563
8228,10103,1,0.4009905235834315
8178,10317,5,1.9753689038960032
8318,10337,6,2.3260367035100797
8208,10364,6,2.3510682878128892
8239,10348,1,0.3909739503596639
8333,10257,3,1.1699795280492118
8390,10360,0,0.0
8152,10506,5,1.9460194747665414
8200,10271,3,1.1873354056293943
8280,10449,1,0.3852775285032168
8149,10499,3,1.1688203018382586
8371,10378,1,0.383696411050343
8369,10223,8,3.1168564697842323
8260,10234,3,1.1829722034655406
8317,10504,3,1.144665478839668
8239,10298,3,1.1786167522786373
8322,10320,7,2.716873242183012
8173,10299,5,1.9800319245299265
8230,10319,5,1.9625073952184917
8224,10448,9,3.491443263953855
8290,10358,8,3.105548349389406
8324,10366,7,2.7041670039149226
8242,10422,7,2.716396150087437
8149,10559,9,3.486535945354638
8171,10352,3,1.182226054105852
8310,10385,1,0.386252426389461
8255,10386,4,1.5551537815760852
8208,10348,4,1.569802327979177
8298,10349,5,1.940782788964333
8223,10384,7,2.73263618943471
8283,10265,2,0.784083158918935
8168,10139,6,2.4150111684606497
8084,10353,7,2.787945414705207
8042,10096,1,0.4105493176144837
8302,10333,3,1.1657108575917956
8059,10351,4,1.598362464867843
8048,10420,4,1.5899484729498885
8254,10375,4,1.5569912312200094
8142,10224,5,2.0021509187406066
8298,10363,4,1.5505286950104704
8107,10287,4,1.5987841118926325
8271,10171,3,1.1887165927397871
8292,10283,5,1.9546527749337577
8235,10357,1,0.3908239461818229
8079,10279,3,1.204180321619946
8041,10298,2,0.8050925193403551
8202,10172,3,1.1985989241567832
8204,10251,4,1.585429195421794
8143,10290,4,1.5912518700690335
8245,10432,6,2.3252612663558874
8352,10246,5,1.9476185953263632
8100,10306,3,1.1979118001499784
8297,10148,6,2.375354575115814
8162,10481,2,0.7793085293611852
8192,10122,1,0.4019966821445037
8274,10476,2,0.7691264283562269
8120,10139,1,0.4048811827583453
8269,10396,3,1.1632705603069469
8098,10273,1,0.40068555374955883
8054,10299,3,1.2055724548683704
8053,10346,3,1.2002447827219673
8193,10413,2,0.7814297074654984
8202,10311,6,2.364881826500397
8078,10474,1,0.3939692510781638
8116,10262,5,2.001127226962439
8133,10339,4,1.5856576567259766
8318,10309,1,0.38872573162905705
8243,10310,6,2.3533473365344344
8168,10288,6,2.380034820861443
8149,10202,6,2.4056938539501815
8114,10411,6,2.367568460076888
8103,10296,4,1.598175114156849
8301,10231,3,1.1774744752676252
8152,10285,4,1.5902678154125256
8221,10337,1,0.3922469549486446
8057,10199,1,0.40564655296223406
14180,19032,93,11.486852223054214
8249,10139,5,1.9927477294203926
8210,10346,7,2.7470157794080396
8323,10528,5,1.90205459633167
8304,10076,9,3.585467212193112
8251,10336,4,1.5634343474518957
8049,10278,3,1.2087861053228388
8107,10246,0,0.0
8205,10361,3,1.176304452529969
8053,10116,3,1.2275338594347047
8098,10267,2,0.8018394260580926
8145,10239,5,1.9984814338976384
8187,10258,6,2.381455718628911
8200,10201,4,1.5939773161088142
8314,10063,3,1.1952603337965284
8195,10413,4,1.5624779971360168
8196,10288,5,1.9765865886607557
8210,10439,4,1.555738795656704
8179,10193,1,0.39983104579396506
8089,10278,4,1.6037448982970335
8226,10068,3,1.207447030989176
8207,10372,10,3.9159019027727604
8216,10143,8,3.199940301913727
8216,10477,3,1.1617231011612676
8269,10412,9,3.484448927665488
8229,10460,2,0.7745152870342035
8218,10038,5,2.020390981860396
8205,10294,9,3.5518818047395593
8232,10359,6,2.3453453478808535
8179,10272,1,0.3967560212011182
8095,10244,5,2.009843893816892
8222,10244,2,0.7915196458500481
8290,10424,8,3.0858854377374776
8113,10151,7,2.833260334380818
8096,10191,2,0.8080187522406358
8188,10243,0,0.0
8210,10244,1,0.39633827820822753
8268,10243,3,1.1807891648519115
8227,10184,2,0.7956990746306212
8225,10377,2,0.7810898918278371
8255,10426,1,0.3872968342472957
8155,10433,7,2.742480905819503
8336,10272,6,2.335701173755239
8007,10473,6,2.385003735690976
8062,10348,2,0.7991154495195413
8106,10340,7,2.783874462851422
8407,10302,5,1.9243592716872842
8203,10162,4,1.5995095391909784
8202,10269,3,1.187277072404596
8280,10490,7,2.6864017414023627
8238,10278,5,1.9684226272039185
8336,10134,8,3.1566768576822333
8326,10283,1,0.3893341534890877
8264,10389,2,0.7765057681488576
8335,10413,9,3.4565256352359603
8235,10203,1,0.39672288646526904
8136,10233,2,0.8007460903652212
8173,10123,4,1.6115656458151706
8043,10239,1,0.4047651691929942
8308,10336,7,2.7172387339245048
8244,10225,3,1.18631139013155
11175,14278,44,9.192137505184938
8639,10549,7,2.560365808680403
8247,10131,4,1.5958439690848156
8213,10249,5,1.9800011096718217
8255,10327,2,0.7820193267865411
8275,10261,2,0.7851471360825848
8305,10200,3,1.1804842346330464
8132,10372,2,0.7904035149054609
8102,10089,5,2.0389585107584054
8197,10239,4,1.58864279898463
8224,10256,4,1.5808025317121632
8273,10184,5,1.978186959683948
8176,10383,5,1.9632925238637418
8312,10309,5,1.9450316624702217
