NT,NR,NTR,g2(0)
8153,10333,8,1.5826863796111186
8074,10539,8,1.5669335773487651
8186,10481,11,2.1368152450252236
8307,10315,8,1.5560562555571873
8049,10419,13,2.5835932219439766
8197,10443,9,1.7523104300635908
8173,10243,9,1.7917713474236399
8098,10475,9,1.7683142836765138
8175,10371,17,3.3418678741425034
8196,10267,5,0.9903147377102296
8084,10509,14,2.746559984626797
8103,10301,6,1.1980495322317435
8310,10432,3,0.5767683255446538
8262,10275,10,1.9632776763744855
8064,10339,9,1.7991285884699173
8124,10442,8,1.571756022096752
8299,10296,12,2.3406457916639862
8147,10527,4,0.7773317409381687
8181,10373,7,1.3747889065643533
8147,10571,5,0.967620286261482
8225,10445,8,1.5520095370986051
8066,10284,8,1.6073795954540604
8148,10174,9,1.8094579935050588
8309,10411,11,2.1193380203765253
8198,10345,6,1.1791297338668816
8202,10225,5,0.9936551146310348
8207,10282,10,1.9750892110269924
8220,10284,9,1.7744238800546237
8188,10486,10,1.9411587873167973
8128,10345,11,2.1803551743078997
8089,10285,9,1.8029850581219276
8158,10293,7,1.389380233284245
8132,10220,4,0.8021590270645246
8117,10300,10,1.99349880170787
8315,10465,10,1.9153461073511269
8083,10483,10,1.9669376119293223
8175,10461,8,1.5591136477890157
8276,10329,15,2.9245648048699944
8332,10823,9,1.6633909693129203
8164,10343,9,1.7764039832567053
8323,10290,13,2.5298620045902593
8087,10440,8,1.5792496700552625
8205,10228,9,1.7874008260651655
8147,10529,10,1.94296021389878
8139,10411,11,2.163604817705928
8264,10490,9,1.7303161541393313
8279,10538,8,1.528279050122303
8284,10378,11,2.132493313974326
8312,10654,11,2.070251975712978
8120,10739,10,1.9113000800758277
8134,10348,11,2.178115204520899
8231,10734,9,1.6977630070887035
8231,10604,8,1.5276237996638706
8398,10483,9,1.7038438968209384
8353,10479,9,1.7136768791640846
8367,10438,9,1.7175294698859027
8238,10236,4,0.7905997562486078
8299,10358,11,2.1327490810701586
8276,10342,11,2.141984971085695
8255,10570,11,2.1011128066454754
8162,10466,5,0.9755318049200484
8257,10527,9,1.7256962347344478
8242,10680,7,1.3253876721072693
8260,10514,20,3.838227610889082
8222,10577,3,0.5749499327849031
8290,10617,14,2.651065374173828
8338,10356,12,2.3162000311111983
8247,10362,6,1.1702008722349644
8196,10508,10,1.9352039231197045
8279,10314,8,1.5614702957328708
8235,10441,13,2.51991796465218
8193,10566,10,1.9252857145178484
8583,10318,15,2.822964213147167
8426,10399,8,1.5216883076993142
8267,10283,10,1.9605637848978732
8419,10333,6,1.1495108136034073
8291,10398,8,1.5466142537655434
8384,10376,8,1.53270122282582
8452,10509,5,0.9382052817474743
8397,10664,8,1.4889991403412361
8458,10507,9,1.687892743103197
8582,10581,11,2.018953005770615
8152,10531,4,0.7765598937193916
8245,10675,11,2.082969405440053
8264,10306,4,0.7827594047446615
8119,10602,17,3.2916020922104448
8255,10521,10,1.9189985713631332
8111,10454,15,2.9483776575526335
8132,10533,6,1.1674829473938253
8320,10592,11,2.0803678635060807
8154,10378,6,1.1817228318257622
8303,10557,13,2.4718182957396198
8334,10346,12,2.3195515323398133
8160,10479,8,1.5592966200062743
8370,10416,14,2.6763959010461496
8408,10620,9,1.679863675702989
8271,10559,8,1.5267148359701204
8201,10473,9,1.7464386884231475
8268,10466,10,1.926049973816506
8079,10430,10,1.977911397560151
8303,10426,11,2.1178182002785553
8263,10407,9,1.744327195034305
8162,10599,8,1.5412647789856744
8615,10801,11,1.970253859507896
8275,10595,10,1.9009897978630022
8348,10511,13,2.4692532010372807
8200,10333,16,3.147229769016939
8330,10459,7,1.3390957300790092
8288,10577,10,1.9012380740659078
8291,10302,8,1.5610265007429744
8361,10328,8,1.5440603964782698
8469,10559,6,1.1182658880896976
8308,10359,10,1.9365754798342145
8456,10517,7,1.3118674044189151
8346,10445,17,3.250205690223048
8310,10303,5,0.9733163758261071
8341,10323,8,1.5485124023977954
8473,10499,8,1.4988342011377265
8429,10486,11,2.0742233913400083
8476,10117,8,1.5548769968682754
8549,10496,15,2.7861267471020708
8245,10710,12,2.264904344596136
8357,10412,11,2.1069628256519826
8421,10422,5,0.9495197834080045
8384,10460,10,1.9004909044025706
8340,10561,6,1.1353477581536702
8412,10403,16,3.0472695345099234
8310,10410,13,2.504611374865955
8241,10332,5,0.978710938726447
8319,10257,13,2.5392217072172754
8416,10237,4,0.7738028248879254
8226,10077,13,2.613798703383734
8149,10206,8,1.6031673328107487
8170,10457,15,2.926246074587203
8088,10318,7,1.3980095028857151
8370,9977,8,1.5966631655835102
8308,10250,9,1.7614523761992553
8245,10225,10,1.9769458460166762
8393,10225,10,1.9420848922206
8274,10349,13,2.5303360234075227
8494,10508,14,2.6142340352536775
8287,10494,10,1.9165067399287397
8165,10309,7,1.386034565207194
7998,10206,11,2.2459726892007796
8197,10314,7,1.3799543742925318
8278,10365,10,1.9424686624444387
8023,10495,10,1.9793815347178272
8052,10300,7,1.4067139644093327
8125,10208,15,3.0142271521581865
8054,10253,15,3.027453114378559
8089,10311,4,0.7993060840217686
8056,10244,9,1.8176163962764356
8243,10134,11,2.1947003604727504
8031,10347,9,1.8051245971007026
8198,10357,8,1.5703514012233772
8186,10187,12,2.3983466182149478
7968,10275,4,0.8142871567372489
7932,10273,9,1.8408197509061617
8072,10352,12,2.393451211124608
8025,10318,12,2.415402052729434
8189,10308,8,1.5795502827639836
8183,10199,7,1.3979017438908128
8045,10455,8,1.5852167442085343
8101,10332,9,1.7921247158227835
8134,10314,14,2.7812849781352056
8080,10270,10,2.008477381331122
8240,10476,7,1.351525014488348
8239,10333,11,2.1534783132459023
8253,10241,11,2.1691382044281737
8004,10487,10,1.9855937706109594
8081,10186,9,1.822310931778437
8219,10219,7,1.389054897485506
8071,10378,12,2.387750705168446
8054,10436,5,0.9914551163192591
7984,10132,11,2.2663434514772405
8003,10294,11,2.2253814006328803
7952,10200,8,1.6438500282742203
8021,10132,6,1.2304849395288018
7921,10263,7,1.435133979946479
8165,10181,9,1.8044490857548185
8005,10497,13,2.5784906947526975
7925,10260,7,1.4348290401198693
8190,10353,14,2.751862116297545
8110,10239,15,3.0106592994629344
8217,10390,8,1.561744201214498
7874,10208,11,2.2808953663884335
8135,10166,4,0.8061225653738193
7952,10208,8,1.642561744553002
8194,10309,7,1.381129146316419
8205,10337,6,1.179035545386767
8005,10344,12,2.4153504214544945
8252,10347,5,0.9759893654949467
8264,10456,10,1.9288251781987573
8265,10309,6,1.173655403154445
8213,10285,10,1.973070624504278
8063,10132,9,1.8361130534467045
8156,10262,8,1.5930503750884897
8117,10339,7,1.3901853525789478
8173,10375,10,1.965527594287587
8061,10278,8,1.6093155293790726
