NT,NR,NTR,g2(0)
8257,10630,262,1.9900064458739324
8060,10278,226,1.8187521718395678
8114,10475,254,1.9922939794483894
8060,10469,240,1.8961807837721054
8305,10538,261,1.988160390611815
8281,10461,228,1.7546382853000526
8018,10776,239,1.8440937981104009
8110,10550,218,1.6986031326760986
8162,10396,228,1.7913511492319014
8165,10595,237,1.826416983134831
8061,10586,222,1.7343666127114588
8209,10633,231,1.764309007174402
8236,10547,274,2.1028777206229936
7990,10598,239,1.8816374465691725
8246,10546,246,1.8858743366494515
8145,10426,227,1.7820742252756139
8342,10635,243,1.8260275885716373
8147,10379,203,1.6004847876305892
8136,10575,239,1.851890594332905
8074,10593,262,2.0422190118851145
8164,10268,225,1.7893792753042563
8327,10518,247,1.8801130464020501
8213,10746,237,1.7902283399989878
8012,10496,233,1.8471403666857438
8071,10602,244,1.9010057044740316
8409,10522,243,1.83093263029137
8149,10609,234,1.8044540658346506
8049,10573,247,1.9349312316627318
8076,10396,219,1.738962732075296
8176,10527,247,1.913199190650129
8139,10502,246,1.9186722114421702
8232,10517,231,1.7787851091753615
8069,10416,248,1.967160227167663
8159,10272,209,1.6625054711543685
8038,10416,225,1.791605083227939
8173,10702,245,1.8673614104764567
8176,10381,219,1.720175595524791
8444,10585,196,1.461927128750505
8667,10603,279,2.024022734084513
8446,10483,250,1.882400747954619
8137,10638,252,1.9408187524125937
8421,10566,255,1.9106214435608155
8317,10427,237,1.8219271679079658
8368,10619,225,1.6880525671273234
8379,10439,233,1.7758798271724423
8178,10336,237,1.8692073500829454
8197,10490,242,1.8762628673739168
8242,10476,223,1.7218111031459973
8365,10573,228,1.7186182151256606
8300,10374,241,1.8659562096467612
8314,10389,258,1.9913366205669922
8173,10519,249,1.9308659944453637
8230,10684,240,1.8196433226141178
8307,10786,261,1.9419794140807032
8289,10557,240,1.8284257187138673
8299,10547,247,1.8812693658639688
8408,10576,240,1.7993093530979067
8366,10490,249,1.891536558957713
8412,10360,231,1.767102337715747
8302,10576,250,1.8982114049886576
8316,10651,267,2.0096255191551404
8309,10613,264,1.99584010222693
8214,10565,256,1.9666383616704026
8261,10683,231,1.7449977458368404
8151,10500,239,1.8616860722123878
8077,10492,244,1.9195092198826604
8213,10669,249,1.8944473940888926
8192,10549,262,2.0211977043637623
8243,10557,241,1.8462901899404738
8182,10536,230,1.7786944086076186
8344,10577,226,1.7071841906404426
8169,10479,243,1.892458123318669
8341,10502,237,1.8037109915248186
8158,10558,250,1.9350107895427617
8276,10502,254,1.9482736715174385
8434,10590,229,1.7092857283076153
8445,10538,247,1.850324273074452
8497,10483,229,1.71392975791195
8295,10698,245,1.8405848432045213
