NG,NGT,NGR,NGTR,g2(0)
18959,449,526,8,0.6422044763606494
18511,403,540,7,0.595427809943939
18715,425,554,9,0.715374814185602
18748,451,541,12,0.9220667975458111
19267,464,545,15,1.1428543182537172
18964,470,529,7,0.533917869927201
19049,444,590,14,1.0180409222782103
18778,438,551,5,0.3890394384638971
18973,443,541,9,0.7124879518323646
18918,426,567,6,0.46993069528280795
18908,448,539,16,1.2528491916247018
18914,463,543,10,0.7523199249032453
18950,419,518,6,0.523861741045512
18846,406,538,9,0.7765213251048401
18816,438,525,9,0.7364383561643836
19149,443,539,10,0.8019616629742395
18961,482,600,11,0.7211998616874136
19120,435,551,3,0.23931409975592965
18963,445,506,5,0.42108184926944087
18956,457,584,10,0.7102604837984473
18751,471,561,11,0.7806086341118188
19179,464,498,4,0.33200041545492315
19029,435,557,11,0.8639014424565096
19079,431,535,10,0.8274172214150964
18949,474,541,10,0.7389425739176553
18917,445,547,14,1.0880101883614404
19062,472,520,12,0.9319752281616689
19082,464,593,9,0.6241568296795953
18839,443,556,7,0.5353987690209007
19028,468,480,6,0.5082264957264957
18822,401,512,4,0.36670043640897754
19092,482,568,9,0.6276225819648179
19082,489,520,9,0.6753893345917886
19100,449,521,13,1.0614331698934292
18866,468,512,12,0.9448116987179487
19043,481,558,13,0.9223578417126804
18780,422,504,9,0.7946851726472579
19060,412,568,10,0.8144742239846848
18957,412,527,10,0.8730955582984838
18591,414,501,11,0.9859556249819202
19076,449,546,12,0.9337477667099048
18842,464,527,10,0.7705457043774128
18981,422,530,9,0.7637887865510149
18970,450,554,10,0.7609306056959486
19378,625,784,81,3.2033020408163266
18915,454,533,10,0.7816697109702374
18776,430,508,4,0.3438198132210218
18725,476,507,6,0.46554124608423253
19122,398,530,9,0.8158623305205271
19019,429,512,6,0.51953125
18657,447,528,14,1.1066961561928006
19327,594,661,67,3.2980052669916513
18843,420,526,6,0.5117599130907116
18975,446,552,13,1.0019618834080717
18817,450,517,16,1.2940984311197077
18910,445,487,4,0.3490298318067508
19037,458,559,11,0.8179258032512831
18924,441,502,13,1.1112556576415427
19420,679,740,106,4.096883333996736
19197,465,537,10,0.7687871688592539
19048,466,561,6,0.43717151316242453
18962,469,527,15,1.1507790405521863
18800,395,553,8,0.688534346601964
19083,459,563,13,0.959994891976921
18819,448,501,11,0.9223027159965783
19064,457,573,6,0.43681189638777823
18864,431,544,8,0.6436467858605159
18967,444,550,8,0.6213595413595414
19286,444,536,10,0.8103906144950921
19013,453,536,4,0.31321867483773186
18622,422,504,10,0.8755548032799217
18691,440,517,10,0.821654650958326
19242,458,551,18,1.3724787801456662
19077,426,551,7,0.5689143938038393
18982,449,518,9,0.7345280374233604
19114,454,507,9,0.7473607382112973
19129,436,548,12,0.960741311189982
18879,437,490,8,0.7053285387381497
18948,401,552,6,0.5136072861324948
18904,469,515,8,0.6261287184052001
18821,448,530,13,1.0304624326145553
18976,448,527,9,0.7233667660612633
18872,417,541,12,1.0038431362119178
18830,429,478,11,1.0100847548546292
18792,409,537,11,0.9411700427531382
19058,462,517,12,0.9574719284583888
18813,430,524,10,0.8349458547843067
18861,470,511,9,0.7067868593079901
19159,448,553,13,1.0053401898734178
18973,468,605,10,0.6700925337288973
19171,444,547,7,0.5525511800648912
19086,464,567,9,0.6529146141215106
18903,465,507,7,0.5612648724311255
18907,414,506,10,0.902551030150274
19090,454,535,9,0.7073572399028367
18856,482,597,12,0.7863383306574365
18869,453,516,7,0.5650657973544159
19179,458,557,14,1.0525271847780922
19058,439,542,12,0.9611579487093277
19054,466,548,17,1.2684361392186962
18658,436,528,8,0.648387545176536
18852,458,558,13,0.9589613560595389
18759,454,517,6,0.47952862584037015
19133,450,508,11,0.920660542432196
19112,430,525,15,1.2699003322259137
19041,433,541,10,0.8128391098513146
19094,436,534,9,0.7380940109267086
19043,445,514,10,0.8325536658942858
18621,410,566,4,0.32096871498750323
18871,435,535,9,0.7297840799226555
18780,432,567,14,1.0733882030178326
18828,446,543,8,0.6219557515546417
19033,445,542,15,1.1836933537874705
18938,429,535,14,1.155183757052916
19013,433,526,8,0.667831645869739
18996,441,526,7,0.5732391816042006
19097,436,553,7,0.5544361862733713
19321,422,507,8,0.7224356637408041
19154,431,510,11,0.9585278194804604
19028,461,537,12,0.9223572752941747
19392,438,613,10,0.722250776553666
18664,475,528,8,0.5953429027113237
19346,451,531,11,0.8886132929125902
18916,447,489,4,0.346156837448475
18838,416,588,12,0.9241562009419152
18969,402,541,10,0.872210113940464
19005,464,525,7,0.5461206896551725
19066,458,542,12,0.9216713127829969
19035,404,531,12,1.064775969122336
18833,476,482,10,0.8208532375605844
18882,436,520,11,0.9161167960479887
18764,432,513,10,0.846689769691719
18760,415,508,3,0.26695759415615217
19128,422,531,9,0.7682544782713471
19234,455,530,12,0.9571138295666598
18949,443,543,13,1.0240616256978827
18992,429,544,19,1.5462086932675168
18960,452,541,7,0.5427510509871919
18994,426,530,14,1.1777659668704048
18952,430,507,10,0.8693179211962754
18793,428,585,9,0.6755212077641984
18790,456,483,14,1.1943808797355708
18993,441,505,10,0.85283222199771
18965,428,548,12,0.9703083429974759
18863,433,573,7,0.5321894812360697
18861,412,505,10,0.9065173507642026
19145,458,553,8,0.6047205792935714
18744,426,516,5,0.4263565891472868
18967,418,527,3,0.2583051124447309
18864,463,534,7,0.5340840148518455
