NT,NR,NTR,g2(0)
132965,2619,22,1.57939170647344
132128,2548,23,1.7079437360204064
132563,2466,23,1.7589457641401545
132392,2430,28,2.17585536604477
132972,2579,18,1.3122028319856545
131617,2461,28,2.16109788737029
132706,2422,26,2.022314328303603
132260,2523,24,1.7980653895247949
132727,2559,21,1.5457161312110197
132158,2526,24,1.7973160248445152
132282,2451,27,2.0818992517320987
132824,2387,14,1.1039237335301204
131711,2425,27,2.113342966524569
132312,2473,23,1.7572942748733908
132976,2485,24,1.8157313511680115
132125,2547,23,1.7086531021897133
132897,2471,21,1.5987162180871464
132159,2399,18,1.4193369923020933
132403,2484,10,0.7601347581493835
132609,2447,27,2.08016029918659
132005,2526,19,1.4245243655595832
132626,2483,29,2.2015705925654485
132456,2504,18,1.3567710036834704
132493,2466,24,1.8363913748884093
132648,2420,15,1.1681946029035524
132109,2421,21,1.6414668211296324
132382,2443,13,1.004918765057123
132224,2416,24,1.8782094843668862
132108,2520,22,1.652087445529175
132429,2546,23,1.705400342077802
132471,2411,21,1.6437708640900472
132347,2416,25,1.9546499201351937
131796,2489,28,2.1338845242414832
132592,2426,27,2.0984356451383293
132520,2467,20,1.5293941604794516
132042,2392,19,1.503904782703426
132632,2464,26,1.9889521480389447
132109,2462,18,1.3835410841202878
132659,2561,25,1.8396437091091906
132453,2548,26,1.9259815996340328
132678,2567,18,1.321258300871338
132620,2428,13,1.009312507251522
132332,2428,22,1.7117846626185718
132032,2448,32,2.4751377364647587
132439,2451,24,1.8483833433933137
132286,2422,20,1.5605654255631327
131932,2496,25,1.8979522862204852
132293,2525,23,1.7213516382365484
133060,2420,21,1.630408453031193
132120,2493,24,1.8216309936669177
