NT,NR,NTR,g2(0)
8100,10232,7,2.1115068678269098
8077,10342,8,2.3942824343924114
8061,10363,5,1.4963582888905944
7980,10282,7,2.132836467749806
8284,10409,9,2.6093565076353946
8073,10404,6,1.7858951713823585
8058,10158,5,1.527124840281067
8141,10269,7,2.093303213212059
8252,10409,6,1.7463167966756834
8052,10470,7,2.075810004787411
8040,10389,8,2.394419279097821
8222,10490,6,1.739155035004553
8122,10467,4,1.1762910447057175
8072,10550,4,1.1742657316380067
8077,10177,6,1.8248257543838793
8192,10455,9,2.627051201578192
8290,10294,9,2.6365974253216002
8298,10586,7,1.9921990494182393
8365,10347,7,2.0218906052044274
8426,10328,7,2.0109457963005215
8327,10285,2,0.5838175467414545
8206,10361,7,2.058281934896989
8199,10155,8,2.402089481556427
8250,10380,5,1.4596835406083961
8132,10431,8,2.3577984632152553
8190,10323,7,2.0698945430128224
8117,10531,7,2.047259475877943
7974,10317,9,2.734971822132311
8212,10309,7,2.0671527444441193
8153,10295,6,1.7870942841755124
8208,10226,1,0.2978494980306668
8173,10425,4,1.1736603620566168
8077,10511,3,0.883419831717474
8054,10333,5,1.502007005793253
8104,10379,4,1.1888992571472106
8230,10303,5,1.474166297044037
8145,10366,9,2.6648957546078713
8032,10324,6,1.8089208450969467
8013,10271,6,1.8225665155673971
8177,10295,7,2.0788238940968706
8180,10338,9,2.660680254346842
8151,10406,10,2.94744217784569
8037,10356,2,0.6007364644582922
8043,10358,5,1.5004310318233738
8092,10429,4,1.184953910269697
8199,10219,11,3.282187659473293
8088,10248,4,1.2064789269634335
8160,10426,5,1.4692717677901777
8223,10344,7,2.057402421047711
8150,10315,6,1.784285795003405
8083,10311,5,1.4998113897188745
8135,10185,8,2.41385625908402
8238,10403,5,1.4585778930886675
8111,10361,7,2.082389539855097
8052,10259,5,1.5132170185150455
8167,10335,2,0.5923753356472699
8239,10478,1,0.28959236769816304
8099,10401,10,2.9677923657435135
8110,10348,6,1.7873680267028016
8078,10348,4,1.1962989763604623
8150,10325,1,0.29709294552800847
